TRGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,WGT_TYPE,TRGT_FUND_WGT
2606,4/12/2011,11/7/2011,2012,"FIRM",0.06607
2606,4/12/2011,11/7/2011,2012,"MODEL",0.06607
2607,4/12/2011,11/7/2011,2012,"FIRM",0.07608
2607,4/12/2011,11/7/2011,2012,"MODEL",0.07608
2608,4/12/2011,11/7/2011,2012,"MODEL",0.08609
2608,4/12/2011,11/7/2011,2012,"FIRM",0.08609
2609,4/12/2011,11/7/2011,2012,"FIRM",0.09009
2609,4/12/2011,11/7/2011,2012,"MODEL",0.09009
2600,4/12/2011,11/7/2011,2013,"FIRM",0.03003
2600,4/12/2011,11/7/2011,2013,"MODEL",0.03003
2601,4/12/2011,11/7/2011,2013,"MODEL",0.03904
2601,4/12/2011,11/7/2011,2013,"FIRM",0.03904
2602,4/12/2011,11/7/2011,2013,"MODEL",0.04955
2602,4/12/2011,11/7/2011,2013,"FIRM",0.04955
2603,4/12/2011,11/7/2011,2013,"MODEL",0.05706
2603,4/12/2011,11/7/2011,2013,"FIRM",0.05706
2604,4/12/2011,11/7/2011,2013,"MODEL",0.06907
2604,4/12/2011,11/7/2011,2013,"FIRM",0.06907
2605,4/12/2011,11/7/2011,2013,"MODEL",0.08408
2605,4/12/2011,11/7/2011,2013,"FIRM",0.08408
2606,4/12/2011,11/7/2011,2013,"MODEL",0.0991
2606,4/12/2011,11/7/2011,2013,"FIRM",0.0991
2607,4/12/2011,11/7/2011,2013,"FIRM",0.11412
2607,4/12/2011,11/7/2011,2013,"MODEL",0.11412
2608,4/12/2011,11/7/2011,2013,"MODEL",0.12913
2608,4/12/2011,11/7/2011,2013,"FIRM",0.12913
2609,4/12/2011,11/7/2011,2013,"MODEL",0.13514
2609,4/12/2011,11/7/2011,2013,"FIRM",0.13514
2600,4/12/2011,11/7/2011,2014,"MODEL",0.44337
2600,4/12/2011,11/7/2011,2014,"FIRM",0.3055
2601,4/12/2011,11/7/2011,2014,"MODEL",0.40552
2601,4/12/2011,11/7/2011,2014,"FIRM",0.30268
2602,4/12/2011,11/7/2011,2014,"MODEL",0.37688
2602,4/12/2011,11/7/2011,2014,"FIRM",0.29798
2603,4/12/2011,11/7/2011,2014,"MODEL",0.35146
2603,4/12/2011,11/7/2011,2014,"FIRM",0.29232
2604,4/12/2011,11/7/2011,2014,"MODEL",0.30169
2604,4/12/2011,11/7/2011,2014,"FIRM",0.26712
2605,4/12/2011,11/7/2011,2014,"FIRM",0.231
2605,4/12/2011,11/7/2011,2014,"MODEL",0.24171
2606,4/12/2011,11/7/2011,2014,"FIRM",0.1804
2606,4/12/2011,11/7/2011,2014,"MODEL",0.1804
2607,4/12/2011,11/7/2011,2014,"MODEL",0.12
2607,4/12/2011,11/7/2011,2014,"FIRM",0.12
2608,4/12/2011,11/7/2011,2014,"MODEL",0.0636
2608,4/12/2011,11/7/2011,2014,"FIRM",0.0636
2609,4/12/2011,11/7/2011,2014,"FIRM",0.042
2609,4/12/2011,11/7/2011,2014,"MODEL",0.042
2600,4/12/2011,11/7/2011,2015,"FIRM",0.33
2600,4/12/2011,11/7/2011,2015,"MODEL",0.05
2601,4/12/2011,11/7/2011,2015,"MODEL",0.05
2601,4/12/2011,11/7/2011,2015,"FIRM",0.258
2602,4/12/2011,11/7/2011,2015,"MODEL",0.02
2602,4/12/2011,11/7/2011,2015,"FIRM",0.174
2603,4/12/2011,11/7/2011,2015,"FIRM",0.12
2604,4/12/2011,11/7/2011,2015,"FIRM",0.07
2605,4/12/2011,11/7/2011,2015,"FIRM",0.02
2600,4/12/2011,11/7/2011,2017,"MODEL",0.021
2600,4/12/2011,11/7/2011,2017,"FIRM",0.021
2601,4/12/2011,11/7/2011,2017,"MODEL",0.0273
2601,4/12/2011,11/7/2011,2017,"FIRM",0.0273
2602,4/12/2011,11/7/2011,2017,"MODEL",0.03465
2602,4/12/2011,11/7/2011,2017,"FIRM",0.03465
2603,4/12/2011,11/7/2011,2017,"FIRM",0.0399
2603,4/12/2011,11/7/2011,2017,"MODEL",0.0399
2604,4/12/2011,11/7/2011,2017,"MODEL",0.0483
2604,4/12/2011,11/7/2011,2017,"FIRM",0.0483
2605,4/12/2011,11/7/2011,2017,"FIRM",0.0588
2605,4/12/2011,11/7/2011,2017,"MODEL",0.0588
2606,4/12/2011,11/7/2011,2017,"FIRM",0.0693
2606,4/12/2011,11/7/2011,2017,"MODEL",0.0693
2607,4/12/2011,11/7/2011,2017,"FIRM",0.0798
2607,4/12/2011,11/7/2011,2017,"MODEL",0.0798
2608,4/12/2011,11/7/2011,2017,"FIRM",0.0903
2608,4/12/2011,11/7/2011,2017,"MODEL",0.0903
2609,4/12/2011,11/7/2011,2017,"FIRM",0.0945
2609,4/12/2011,11/7/2011,2017,"MODEL",0.0945
2600,4/12/2011,11/7/2011,2019,"FIRM",0.013
2600,4/12/2011,11/7/2011,2019,"MODEL",0.013
2601,4/12/2011,11/7/2011,2019,"MODEL",0.0169
2601,4/12/2011,11/7/2011,2019,"FIRM",0.0169
2602,4/12/2011,11/7/2011,2019,"MODEL",0.02145
2602,4/12/2011,11/7/2011,2019,"FIRM",0.02145
2603,4/12/2011,11/7/2011,2019,"FIRM",0.0247
2603,4/12/2011,11/7/2011,2019,"MODEL",0.0247
2604,4/12/2011,11/7/2011,2019,"MODEL",0.0299
2604,4/12/2011,11/7/2011,2019,"FIRM",0.0299
2605,4/12/2011,11/7/2011,2019,"MODEL",0.0364
2605,4/12/2011,11/7/2011,2019,"FIRM",0.0364
2606,4/12/2011,11/7/2011,2019,"MODEL",0.0429
2606,4/12/2011,11/7/2011,2019,"FIRM",0.0429
2607,4/12/2011,11/7/2011,2019,"MODEL",0.0494
2607,4/12/2011,11/7/2011,2019,"FIRM",0.0494
2608,4/12/2011,11/7/2011,2019,"MODEL",0.0559
2608,4/12/2011,11/7/2011,2019,"FIRM",0.0559
2609,4/12/2011,11/7/2011,2019,"FIRM",0.0585
2609,4/12/2011,11/7/2011,2019,"MODEL",0.0585
2600,4/12/2011,11/7/2011,2022,"MODEL",0.0078
2600,4/12/2011,11/7/2011,2022,"FIRM",0.0078
2601,4/12/2011,11/7/2011,2022,"FIRM",0.01014
2601,4/12/2011,11/7/2011,2022,"MODEL",0.01014
2602,4/12/2011,11/7/2011,2022,"FIRM",0.01287
2602,4/12/2011,11/7/2011,2022,"MODEL",0.01287
2603,4/12/2011,11/7/2011,2022,"FIRM",0.01482
2603,4/12/2011,11/7/2011,2022,"MODEL",0.01482
2604,4/12/2011,11/7/2011,2022,"FIRM",0.01794
2604,4/12/2011,11/7/2011,2022,"MODEL",0.01794
2605,4/12/2011,11/7/2011,2022,"MODEL",0.02184
2605,4/12/2011,11/7/2011,2022,"FIRM",0.02184
2606,4/12/2011,11/7/2011,2022,"MODEL",0.02574
2606,4/12/2011,11/7/2011,2022,"FIRM",0.02574
2607,4/12/2011,11/7/2011,2022,"FIRM",0.02964
2607,4/12/2011,11/7/2011,2022,"MODEL",0.02964
2608,4/12/2011,11/7/2011,2022,"MODEL",0.03354
2608,4/12/2011,11/7/2011,2022,"FIRM",0.03354
2609,4/12/2011,11/7/2011,2022,"MODEL",0.0351
2609,4/12/2011,11/7/2011,2022,"FIRM",0.0351
2600,4/12/2011,11/7/2011,2023,"MODEL",0.0195
2600,4/12/2011,11/7/2011,2023,"FIRM",0.0195
2601,4/12/2011,11/7/2011,2023,"FIRM",0.02535
2601,4/12/2011,11/7/2011,2023,"MODEL",0.02535
2602,4/12/2011,11/7/2011,2023,"FIRM",0.03218
2602,4/12/2011,11/7/2011,2023,"MODEL",0.03218
2603,4/12/2011,11/7/2011,2023,"MODEL",0.03705
2603,4/12/2011,11/7/2011,2023,"FIRM",0.03705
2604,4/12/2011,11/7/2011,2023,"MODEL",0.04485
2604,4/12/2011,11/7/2011,2023,"FIRM",0.04485
2605,4/12/2011,11/7/2011,2023,"FIRM",0.0546
2605,4/12/2011,11/7/2011,2023,"MODEL",0.0546
2606,4/12/2011,11/7/2011,2023,"FIRM",0.06435
2606,4/12/2011,11/7/2011,2023,"MODEL",0.06435
2607,4/12/2011,11/7/2011,2023,"FIRM",0.0741
2607,4/12/2011,11/7/2011,2023,"MODEL",0.0741
2608,4/12/2011,11/7/2011,2023,"FIRM",0.08385
2608,4/12/2011,11/7/2011,2023,"MODEL",0.08385
2609,4/12/2011,11/7/2011,2023,"MODEL",0.08775
2609,4/12/2011,11/7/2011,2023,"FIRM",0.08775
2600,4/12/2011,11/7/2011,2024,"FIRM",0.0235
2600,4/12/2011,11/7/2011,2024,"MODEL",0.102
2601,4/12/2011,11/7/2011,2024,"MODEL",0.10506
2601,4/12/2011,11/7/2011,2024,"FIRM",0.04324
2602,4/12/2011,11/7/2011,2024,"FIRM",0.0705
2602,4/12/2011,11/7/2011,2024,"MODEL",0.11873
2603,4/12/2011,11/7/2011,2024,"FIRM",0.08716
2603,4/12/2011,11/7/2011,2024,"MODEL",0.13056
2604,4/12/2011,11/7/2011,2024,"MODEL",0.12418
2604,4/12/2011,11/7/2011,2024,"FIRM",0.0968
2605,4/12/2011,11/7/2011,2024,"FIRM",0.103
2605,4/12/2011,11/7/2011,2024,"MODEL",0.11025
2606,4/12/2011,11/7/2011,2024,"FIRM",0.0966
2606,4/12/2011,11/7/2011,2024,"MODEL",0.0966
2607,4/12/2011,11/7/2011,2024,"MODEL",0.0748
2607,4/12/2011,11/7/2011,2024,"FIRM",0.0748
2608,4/12/2011,11/7/2011,2024,"MODEL",0.0424
2608,4/12/2011,11/7/2011,2024,"FIRM",0.0424
2609,4/12/2011,11/7/2011,2024,"MODEL",0.028
2609,4/12/2011,11/7/2011,2024,"FIRM",0.028
2600,4/12/2011,11/7/2011,2025,"MODEL",0.20463
2600,4/12/2011,11/7/2011,2025,"FIRM",0.141
2601,4/12/2011,11/7/2011,2025,"FIRM",0.12408
2601,4/12/2011,11/7/2011,2025,"MODEL",0.16742
2602,4/12/2011,11/7/2011,2025,"FIRM",0.10152
2602,4/12/2011,11/7/2011,2025,"MODEL",0.12839
2603,4/12/2011,11/7/2011,2025,"MODEL",0.10198
2603,4/12/2011,11/7/2011,2025,"FIRM",0.08452
2604,4/12/2011,11/7/2011,2025,"MODEL",0.06813
2604,4/12/2011,11/7/2011,2025,"FIRM",0.06008
2605,4/12/2011,11/7/2011,2025,"MODEL",0.03804
2605,4/12/2011,11/7/2011,2025,"FIRM",0.036
2606,4/12/2011,11/7/2011,2025,"FIRM",0.019
2606,4/12/2011,11/7/2011,2025,"MODEL",0.019
2607,4/12/2011,11/7/2011,2025,"FIRM",0.0052
2607,4/12/2011,11/7/2011,2025,"MODEL",0.0052
2600,4/12/2011,11/7/2011,2027,"FIRM",0.01073
2600,4/12/2011,11/7/2011,2027,"MODEL",0.01073
2601,4/12/2011,11/7/2011,2027,"FIRM",0.01395
2601,4/12/2011,11/7/2011,2027,"MODEL",0.01395
2602,4/12/2011,11/7/2011,2027,"FIRM",0.0177
2602,4/12/2011,11/7/2011,2027,"MODEL",0.0177
2603,4/12/2011,11/7/2011,2027,"FIRM",0.02038
2603,4/12/2011,11/7/2011,2027,"MODEL",0.02038
2604,4/12/2011,11/7/2011,2027,"FIRM",0.02467
2604,4/12/2011,11/7/2011,2027,"MODEL",0.02467
2605,4/12/2011,11/7/2011,2027,"FIRM",0.03003
2605,4/12/2011,11/7/2011,2027,"MODEL",0.03003
2606,4/12/2011,11/7/2011,2027,"FIRM",0.0354
2606,4/12/2011,11/7/2011,2027,"MODEL",0.0354
2607,4/12/2011,11/7/2011,2027,"MODEL",0.04076
2607,4/12/2011,11/7/2011,2027,"FIRM",0.04076
2608,4/12/2011,11/7/2011,2027,"MODEL",0.04612
2608,4/12/2011,11/7/2011,2027,"FIRM",0.04612
2609,4/12/2011,11/7/2011,2027,"FIRM",0.04826
2609,4/12/2011,11/7/2011,2027,"MODEL",0.04826
2600,4/12/2011,11/7/2011,2028,"MODEL",0.0078
2600,4/12/2011,11/7/2011,2028,"FIRM",0.0078
2601,4/12/2011,11/7/2011,2028,"MODEL",0.01014
2601,4/12/2011,11/7/2011,2028,"FIRM",0.01014
2602,4/12/2011,11/7/2011,2028,"FIRM",0.01287
2602,4/12/2011,11/7/2011,2028,"MODEL",0.01287
2603,4/12/2011,11/7/2011,2028,"FIRM",0.01482
2603,4/12/2011,11/7/2011,2028,"MODEL",0.01482
2604,4/12/2011,11/7/2011,2028,"MODEL",0.01794
2604,4/12/2011,11/7/2011,2028,"FIRM",0.01794
2605,4/12/2011,11/7/2011,2028,"MODEL",0.02184
2605,4/12/2011,11/7/2011,2028,"FIRM",0.02184
2606,4/12/2011,11/7/2011,2028,"MODEL",0.02574
2606,4/12/2011,11/7/2011,2028,"FIRM",0.02574
2607,4/12/2011,11/7/2011,2028,"FIRM",0.02964
2607,4/12/2011,11/7/2011,2028,"MODEL",0.02964
2608,4/12/2011,11/7/2011,2028,"MODEL",0.03354
2608,4/12/2011,11/7/2011,2028,"FIRM",0.03354
2609,4/12/2011,11/7/2011,2028,"MODEL",0.0351
2609,4/12/2011,11/7/2011,2028,"FIRM",0.0351
2600,4/12/2011,11/7/2011,2029,"FIRM",0
2601,4/12/2011,11/7/2011,2029,"FIRM",0.012
2601,4/12/2011,11/7/2011,2029,"MODEL",0.012
2602,4/12/2011,11/7/2011,2029,"FIRM",0.026
2602,4/12/2011,11/7/2011,2029,"MODEL",0.026
2603,4/12/2011,11/7/2011,2029,"FIRM",0.036
2603,4/12/2011,11/7/2011,2029,"MODEL",0.036
2604,4/12/2011,11/7/2011,2029,"MODEL",0.046
2604,4/12/2011,11/7/2011,2029,"FIRM",0.046
2605,4/12/2011,11/7/2011,2029,"FIRM",0.05
2605,4/12/2011,11/7/2011,2029,"MODEL",0.05
2606,4/12/2011,11/7/2011,2029,"MODEL",0.044
2606,4/12/2011,11/7/2011,2029,"FIRM",0.044
2607,4/12/2011,11/7/2011,2029,"MODEL",0.04
2607,4/12/2011,11/7/2011,2029,"FIRM",0.04
2608,4/12/2011,11/7/2011,2029,"MODEL",0.034
2608,4/12/2011,11/7/2011,2029,"FIRM",0.034
2609,4/12/2011,11/7/2011,2029,"MODEL",0.03
2609,4/12/2011,11/7/2011,2029,"FIRM",0.03
2600,4/12/2011,11/7/2011,2030,"MODEL",0.01073
2600,4/12/2011,11/7/2011,2030,"FIRM",0.01073
2601,4/12/2011,11/7/2011,2030,"FIRM",0.01395
2601,4/12/2011,11/7/2011,2030,"MODEL",0.01395
2602,4/12/2011,11/7/2011,2030,"MODEL",0.0177
2602,4/12/2011,11/7/2011,2030,"FIRM",0.0177
2603,4/12/2011,11/7/2011,2030,"FIRM",0.02038
2603,4/12/2011,11/7/2011,2030,"MODEL",0.02038
2604,4/12/2011,11/7/2011,2030,"FIRM",0.02467
2604,4/12/2011,11/7/2011,2030,"MODEL",0.02467
2605,4/12/2011,11/7/2011,2030,"MODEL",0.03003
2605,4/12/2011,11/7/2011,2030,"FIRM",0.03003
2606,4/12/2011,11/7/2011,2030,"MODEL",0.0354
2606,4/12/2011,11/7/2011,2030,"FIRM",0.0354
2607,4/12/2011,11/7/2011,2030,"MODEL",0.04076
2607,4/12/2011,11/7/2011,2030,"FIRM",0.04076
2608,4/12/2011,11/7/2011,2030,"FIRM",0.04612
2608,4/12/2011,11/7/2011,2030,"MODEL",0.04612
2609,4/12/2011,11/7/2011,2030,"FIRM",0.04826
2609,4/12/2011,11/7/2011,2030,"MODEL",0.04826
2600,11/8/2011,12/31/2011,2010,"MODEL",0.0104
2600,11/8/2011,12/31/2011,2010,"FIRM",0.0104
2601,11/8/2011,12/31/2011,2010,"FIRM",0.01352
2601,11/8/2011,12/31/2011,2010,"MODEL",0.01352
2602,11/8/2011,12/31/2011,2010,"MODEL",0.01716
2602,11/8/2011,12/31/2011,2010,"FIRM",0.01716
2603,11/8/2011,12/31/2011,2010,"FIRM",0.01976
2603,11/8/2011,12/31/2011,2010,"MODEL",0.01976
2604,11/8/2011,12/31/2011,2010,"FIRM",0.02392
2604,11/8/2011,12/31/2011,2010,"MODEL",0.02392
2605,11/8/2011,12/31/2011,2010,"FIRM",0.02912
2605,11/8/2011,12/31/2011,2010,"MODEL",0.02912
2606,11/8/2011,12/31/2011,2010,"FIRM",0.03432
2606,11/8/2011,12/31/2011,2010,"MODEL",0.03432
2607,11/8/2011,12/31/2011,2010,"FIRM",0.03952
2607,11/8/2011,12/31/2011,2010,"MODEL",0.03952
2608,11/8/2011,12/31/2011,2010,"MODEL",0.04472
2608,11/8/2011,12/31/2011,2010,"FIRM",0.04472
2609,11/8/2011,12/31/2011,2010,"MODEL",0.0468
2609,11/8/2011,12/31/2011,2010,"FIRM",0.0468
2600,11/8/2011,12/31/2011,2011,"MODEL",0.04899
2600,11/8/2011,12/31/2011,2011,"FIRM",0.04899
2601,11/8/2011,12/31/2011,2011,"FIRM",0.06368
2601,11/8/2011,12/31/2011,2011,"MODEL",0.06368
2602,11/8/2011,12/31/2011,2011,"FIRM",0.08084
2602,11/8/2011,12/31/2011,2011,"MODEL",0.08084
2603,11/8/2011,12/31/2011,2011,"FIRM",0.09309
2603,11/8/2011,12/31/2011,2011,"MODEL",0.09309
2604,11/8/2011,12/31/2011,2011,"FIRM",0.11269
2604,11/8/2011,12/31/2011,2011,"MODEL",0.11269
2605,11/8/2011,12/31/2011,2011,"FIRM",0.1372
2605,11/8/2011,12/31/2011,2011,"MODEL",0.1372
2606,11/8/2011,12/31/2011,2011,"FIRM",0.16168
2606,11/8/2011,12/31/2011,2011,"MODEL",0.16168
2607,11/8/2011,12/31/2011,2011,"MODEL",0.18618
2607,11/8/2011,12/31/2011,2011,"FIRM",0.18618
2608,11/8/2011,12/31/2011,2011,"MODEL",0.21069
2608,11/8/2011,12/31/2011,2011,"FIRM",0.21069
2609,11/8/2011,12/31/2011,2011,"MODEL",0.2205
2609,11/8/2011,12/31/2011,2011,"FIRM",0.2205
2600,11/8/2011,12/31/2011,2012,"FIRM",0.02002
2600,11/8/2011,12/31/2011,2012,"MODEL",0.02002
2601,11/8/2011,12/31/2011,2012,"FIRM",0.02603
2601,11/8/2011,12/31/2011,2012,"MODEL",0.02603
2602,11/8/2011,12/31/2011,2012,"MODEL",0.03303
2602,11/8/2011,12/31/2011,2012,"FIRM",0.03303
2603,11/8/2011,12/31/2011,2012,"FIRM",0.03804
2603,11/8/2011,12/31/2011,2012,"MODEL",0.03804
2604,11/8/2011,12/31/2011,2012,"FIRM",0.04605
2604,11/8/2011,12/31/2011,2012,"MODEL",0.04605
2605,11/8/2011,12/31/2011,2012,"MODEL",0.05606
2605,11/8/2011,12/31/2011,2012,"FIRM",0.05606
2606,11/8/2011,12/31/2011,2012,"FIRM",0.06607
2606,11/8/2011,12/31/2011,2012,"MODEL",0.06607
2607,11/8/2011,12/31/2011,2012,"FIRM",0.07608
2607,11/8/2011,12/31/2011,2012,"MODEL",0.07608
2608,11/8/2011,12/31/2011,2012,"FIRM",0.08609
2608,11/8/2011,12/31/2011,2012,"MODEL",0.08609
2609,11/8/2011,12/31/2011,2012,"MODEL",0.09009
2609,11/8/2011,12/31/2011,2012,"FIRM",0.09009
2600,11/8/2011,12/31/2011,2013,"MODEL",0.03003
2600,11/8/2011,12/31/2011,2013,"FIRM",0.03003
2601,11/8/2011,12/31/2011,2013,"FIRM",0.03904
2601,11/8/2011,12/31/2011,2013,"MODEL",0.03904
2602,11/8/2011,12/31/2011,2013,"FIRM",0.04955
2602,11/8/2011,12/31/2011,2013,"MODEL",0.04955
2603,11/8/2011,12/31/2011,2013,"FIRM",0.05706
2603,11/8/2011,12/31/2011,2013,"MODEL",0.05706
2604,11/8/2011,12/31/2011,2013,"MODEL",0.06907
2604,11/8/2011,12/31/2011,2013,"FIRM",0.06907
2605,11/8/2011,12/31/2011,2013,"MODEL",0.08408
2605,11/8/2011,12/31/2011,2013,"FIRM",0.08408
2606,11/8/2011,12/31/2011,2013,"MODEL",0.0991
2606,11/8/2011,12/31/2011,2013,"FIRM",0.0991
2607,11/8/2011,12/31/2011,2013,"FIRM",0.11412
2607,11/8/2011,12/31/2011,2013,"MODEL",0.11412
2608,11/8/2011,12/31/2011,2013,"MODEL",0.12913
2608,11/8/2011,12/31/2011,2013,"FIRM",0.12913
2609,11/8/2011,12/31/2011,2013,"FIRM",0.13514
2609,11/8/2011,12/31/2011,2013,"MODEL",0.13514
2600,11/8/2011,12/31/2011,2014,"MODEL",0.44337
2600,11/8/2011,12/31/2011,2014,"FIRM",0.3055
2601,11/8/2011,12/31/2011,2014,"MODEL",0.40552
2601,11/8/2011,12/31/2011,2014,"FIRM",0.30268
2602,11/8/2011,12/31/2011,2014,"FIRM",0.29798
2602,11/8/2011,12/31/2011,2014,"MODEL",0.37688
2603,11/8/2011,12/31/2011,2014,"MODEL",0.35146
2603,11/8/2011,12/31/2011,2014,"FIRM",0.29232
2604,11/8/2011,12/31/2011,2014,"MODEL",0.30169
2604,11/8/2011,12/31/2011,2014,"FIRM",0.26712
2605,11/8/2011,12/31/2011,2014,"FIRM",0.231
2605,11/8/2011,12/31/2011,2014,"MODEL",0.24171
2606,11/8/2011,12/31/2011,2014,"MODEL",0.1804
2606,11/8/2011,12/31/2011,2014,"FIRM",0.1804
2607,11/8/2011,12/31/2011,2014,"MODEL",0.12
2607,11/8/2011,12/31/2011,2014,"FIRM",0.12
2608,11/8/2011,12/31/2011,2014,"MODEL",0.0636
2608,11/8/2011,12/31/2011,2014,"FIRM",0.0636
2609,11/8/2011,12/31/2011,2014,"MODEL",0.042
2609,11/8/2011,12/31/2011,2014,"FIRM",0.042
2600,11/8/2011,12/31/2011,2015,"FIRM",0.33
2600,11/8/2011,12/31/2011,2015,"MODEL",0.05
2601,11/8/2011,12/31/2011,2015,"FIRM",0.258
2601,11/8/2011,12/31/2011,2015,"MODEL",0.05
2602,11/8/2011,12/31/2011,2015,"FIRM",0.174
2602,11/8/2011,12/31/2011,2015,"MODEL",0.02
2603,11/8/2011,12/31/2011,2015,"FIRM",0.12
2604,11/8/2011,12/31/2011,2015,"FIRM",0.07
2605,11/8/2011,12/31/2011,2015,"FIRM",0.02
2600,11/8/2011,12/31/2011,2017,"FIRM",0.021
2600,11/8/2011,12/31/2011,2017,"MODEL",0.021
2601,11/8/2011,12/31/2011,2017,"FIRM",0.0273
2601,11/8/2011,12/31/2011,2017,"MODEL",0.0273
2602,11/8/2011,12/31/2011,2017,"FIRM",0.03465
2602,11/8/2011,12/31/2011,2017,"MODEL",0.03465
2603,11/8/2011,12/31/2011,2017,"FIRM",0.0399
2603,11/8/2011,12/31/2011,2017,"MODEL",0.0399
2604,11/8/2011,12/31/2011,2017,"FIRM",0.0483
2604,11/8/2011,12/31/2011,2017,"MODEL",0.0483
2605,11/8/2011,12/31/2011,2017,"FIRM",0.0588
2605,11/8/2011,12/31/2011,2017,"MODEL",0.0588
2606,11/8/2011,12/31/2011,2017,"MODEL",0.0693
2606,11/8/2011,12/31/2011,2017,"FIRM",0.0693
2607,11/8/2011,12/31/2011,2017,"MODEL",0.0798
2607,11/8/2011,12/31/2011,2017,"FIRM",0.0798
2608,11/8/2011,12/31/2011,2017,"FIRM",0.0903
2608,11/8/2011,12/31/2011,2017,"MODEL",0.0903
2609,11/8/2011,12/31/2011,2017,"FIRM",0.0945
2609,11/8/2011,12/31/2011,2017,"MODEL",0.0945
2600,11/8/2011,12/31/2011,2019,"MODEL",0.013
2600,11/8/2011,12/31/2011,2019,"FIRM",0.013
2601,11/8/2011,12/31/2011,2019,"FIRM",0.0169
2601,11/8/2011,12/31/2011,2019,"MODEL",0.0169
2602,11/8/2011,12/31/2011,2019,"MODEL",0.02145
2602,11/8/2011,12/31/2011,2019,"FIRM",0.02145
2603,11/8/2011,12/31/2011,2019,"FIRM",0.0247
2603,11/8/2011,12/31/2011,2019,"MODEL",0.0247
2604,11/8/2011,12/31/2011,2019,"FIRM",0.0299
2604,11/8/2011,12/31/2011,2019,"MODEL",0.0299
2605,11/8/2011,12/31/2011,2019,"MODEL",0.0364
2605,11/8/2011,12/31/2011,2019,"FIRM",0.0364
2606,11/8/2011,12/31/2011,2019,"MODEL",0.0429
2606,11/8/2011,12/31/2011,2019,"FIRM",0.0429
2607,11/8/2011,12/31/2011,2019,"FIRM",0.0494
2607,11/8/2011,12/31/2011,2019,"MODEL",0.0494
2608,11/8/2011,12/31/2011,2019,"FIRM",0.0559
2608,11/8/2011,12/31/2011,2019,"MODEL",0.0559
2609,11/8/2011,12/31/2011,2019,"MODEL",0.0585
2609,11/8/2011,12/31/2011,2019,"FIRM",0.0585
2600,11/8/2011,12/31/2011,2022,"FIRM",0.0156
2600,11/8/2011,12/31/2011,2022,"MODEL",0.0156
2601,11/8/2011,12/31/2011,2022,"MODEL",0.02028
2601,11/8/2011,12/31/2011,2022,"FIRM",0.02028
2602,11/8/2011,12/31/2011,2022,"FIRM",0.02574
2602,11/8/2011,12/31/2011,2022,"MODEL",0.02574
2603,11/8/2011,12/31/2011,2022,"MODEL",0.02964
2603,11/8/2011,12/31/2011,2022,"FIRM",0.02964
2604,11/8/2011,12/31/2011,2022,"MODEL",0.03588
2604,11/8/2011,12/31/2011,2022,"FIRM",0.03588
2605,11/8/2011,12/31/2011,2022,"FIRM",0.04368
2605,11/8/2011,12/31/2011,2022,"MODEL",0.04368
2606,11/8/2011,12/31/2011,2022,"FIRM",0.05148
2606,11/8/2011,12/31/2011,2022,"MODEL",0.05148
2607,11/8/2011,12/31/2011,2022,"MODEL",0.05928
2607,11/8/2011,12/31/2011,2022,"FIRM",0.05928
2608,11/8/2011,12/31/2011,2022,"FIRM",0.06708
2608,11/8/2011,12/31/2011,2022,"MODEL",0.06708
2609,11/8/2011,12/31/2011,2022,"MODEL",0.0702
2609,11/8/2011,12/31/2011,2022,"FIRM",0.0702
2600,11/8/2011,12/31/2011,2023,"FIRM",0.0195
2600,11/8/2011,12/31/2011,2023,"MODEL",0.0195
2601,11/8/2011,12/31/2011,2023,"FIRM",0.02535
2601,11/8/2011,12/31/2011,2023,"MODEL",0.02535
2602,11/8/2011,12/31/2011,2023,"FIRM",0.03218
2602,11/8/2011,12/31/2011,2023,"MODEL",0.03218
2603,11/8/2011,12/31/2011,2023,"MODEL",0.03705
2603,11/8/2011,12/31/2011,2023,"FIRM",0.03705
2604,11/8/2011,12/31/2011,2023,"MODEL",0.04485
2604,11/8/2011,12/31/2011,2023,"FIRM",0.04485
2605,11/8/2011,12/31/2011,2023,"FIRM",0.0546
2605,11/8/2011,12/31/2011,2023,"MODEL",0.0546
2606,11/8/2011,12/31/2011,2023,"MODEL",0.06435
2606,11/8/2011,12/31/2011,2023,"FIRM",0.06435
2607,11/8/2011,12/31/2011,2023,"MODEL",0.0741
2607,11/8/2011,12/31/2011,2023,"FIRM",0.0741
2608,11/8/2011,12/31/2011,2023,"MODEL",0.08385
2608,11/8/2011,12/31/2011,2023,"FIRM",0.08385
2609,11/8/2011,12/31/2011,2023,"FIRM",0.08775
2609,11/8/2011,12/31/2011,2023,"MODEL",0.08775
2600,11/8/2011,12/31/2011,2024,"FIRM",0.0235
2600,11/8/2011,12/31/2011,2024,"MODEL",0.102
2601,11/8/2011,12/31/2011,2024,"MODEL",0.10506
2601,11/8/2011,12/31/2011,2024,"FIRM",0.04324
2602,11/8/2011,12/31/2011,2024,"FIRM",0.0705
2602,11/8/2011,12/31/2011,2024,"MODEL",0.11873
2603,11/8/2011,12/31/2011,2024,"FIRM",0.08716
2603,11/8/2011,12/31/2011,2024,"MODEL",0.13056
2604,11/8/2011,12/31/2011,2024,"FIRM",0.0968
2604,11/8/2011,12/31/2011,2024,"MODEL",0.12418
