TRGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,WGT_TYPE,TRGT_FUND_WGT
2604,6/3/2016,1/29/2017,2024,"MODEL",0.17924
2605,6/3/2016,1/29/2017,2024,"MODEL",0.16536
2606,6/3/2016,1/29/2017,2024,"MODEL",0.14275
2607,6/3/2016,1/29/2017,2024,"MODEL",0.11347
2608,6/3/2016,1/29/2017,2024,"MODEL",0.08147
2609,6/3/2016,1/29/2017,2024,"MODEL",0.0477
2610,6/3/2016,1/29/2017,2024,"MODEL",0.0315
2600,6/3/2016,1/29/2017,2025,"MODEL",0.17604
2602,6/3/2016,1/29/2017,2025,"MODEL",0.14499
2603,6/3/2016,1/29/2017,2025,"MODEL",0.11338
2604,6/3/2016,1/29/2017,2025,"MODEL",0.09079
2605,6/3/2016,1/29/2017,2025,"MODEL",0.06068
2606,6/3/2016,1/29/2017,2025,"MODEL",0.03404
2607,6/3/2016,1/29/2017,2025,"MODEL",0.02187
2608,6/3/2016,1/29/2017,2025,"MODEL",0.01104
2602,6/3/2016,1/29/2017,2029,"MODEL",0.012
2603,6/3/2016,1/29/2017,2029,"MODEL",0.026
2604,6/3/2016,1/29/2017,2029,"MODEL",0.036
2605,6/3/2016,1/29/2017,2029,"MODEL",0.046
2606,6/3/2016,1/29/2017,2029,"MODEL",0.05
2607,6/3/2016,1/29/2017,2029,"MODEL",0.044
2608,6/3/2016,1/29/2017,2029,"MODEL",0.04
2609,6/3/2016,1/29/2017,2029,"MODEL",0.034
2610,6/3/2016,1/29/2017,2029,"MODEL",0.03
2600,6/3/2016,1/29/2017,2030,"MODEL",0.01073
2602,6/3/2016,1/29/2017,2030,"MODEL",0.01395
2603,6/3/2016,1/29/2017,2030,"MODEL",0.0177
2604,6/3/2016,1/29/2017,2030,"MODEL",0.02038
2605,6/3/2016,1/29/2017,2030,"MODEL",0.02467
2606,6/3/2016,1/29/2017,2030,"MODEL",0.03003
2607,6/3/2016,1/29/2017,2030,"MODEL",0.0354
2608,6/3/2016,1/29/2017,2030,"MODEL",0.04076
2609,6/3/2016,1/29/2017,2030,"MODEL",0.04612
2610,6/3/2016,1/29/2017,2030,"MODEL",0.04826
2603,6/3/2016,1/29/2017,2034,"MODEL",0.02976
2604,6/3/2016,1/29/2017,2034,"MODEL",0.04672
2605,6/3/2016,1/29/2017,2034,"MODEL",0.03952
2606,6/3/2016,1/29/2017,2034,"MODEL",0.0144
2600,1/30/2017,2/4/2018,2010,"FIRM",0.0117
2600,1/30/2017,2/4/2018,2010,"MODEL",0.0117
2602,1/30/2017,2/4/2018,2010,"FIRM",0.01484
2602,1/30/2017,2/4/2018,2010,"MODEL",0.01484
2603,1/30/2017,2/4/2018,2010,"FIRM",0.02111
2603,1/30/2017,2/4/2018,2010,"MODEL",0.02111
2604,1/30/2017,2/4/2018,2010,"FIRM",0.02506
2604,1/30/2017,2/4/2018,2010,"MODEL",0.02506
2605,1/30/2017,2/4/2018,2010,"FIRM",0.03014
2605,1/30/2017,2/4/2018,2010,"MODEL",0.03014
2606,1/30/2017,2/4/2018,2010,"FIRM",0.03659
2606,1/30/2017,2/4/2018,2010,"MODEL",0.03659
2607,1/30/2017,2/4/2018,2010,"FIRM",0.04204
2607,1/30/2017,2/4/2018,2010,"MODEL",0.04204
2608,1/30/2017,2/4/2018,2010,"FIRM",0.04729
2608,1/30/2017,2/4/2018,2010,"MODEL",0.04729
2609,1/30/2017,2/4/2018,2010,"FIRM",0.05274
2609,1/30/2017,2/4/2018,2010,"MODEL",0.05274
2610,1/30/2017,2/4/2018,2010,"MODEL",0.05565
2610,1/30/2017,2/4/2018,2010,"FIRM",0.05565
2600,1/30/2017,2/4/2018,2011,"MODEL",0.02512
2600,1/30/2017,2/4/2018,2011,"FIRM",0.02512
2602,1/30/2017,2/4/2018,2011,"FIRM",0.03121
2602,1/30/2017,2/4/2018,2011,"MODEL",0.03121
2603,1/30/2017,2/4/2018,2011,"FIRM",0.04339
2603,1/30/2017,2/4/2018,2011,"MODEL",0.04339
2604,1/30/2017,2/4/2018,2011,"MODEL",0.05101
2604,1/30/2017,2/4/2018,2011,"FIRM",0.05101
2605,1/30/2017,2/4/2018,2011,"FIRM",0.06113
2605,1/30/2017,2/4/2018,2011,"MODEL",0.06113
2606,1/30/2017,2/4/2018,2011,"FIRM",0.07449
2606,1/30/2017,2/4/2018,2011,"MODEL",0.07449
2607,1/30/2017,2/4/2018,2011,"FIRM",0.08651
2607,1/30/2017,2/4/2018,2011,"MODEL",0.0865133333333333
2608,1/30/2017,2/4/2018,2011,"FIRM",0.09828
2608,1/30/2017,2/4/2018,2011,"MODEL",0.09828
2609,1/30/2017,2/4/2018,2011,"MODEL",0.110306666666667
2609,1/30/2017,2/4/2018,2011,"FIRM",0.11031
2610,1/30/2017,2/4/2018,2011,"MODEL",0.117043333333333
2610,1/30/2017,2/4/2018,2011,"FIRM",0.11704
2600,1/30/2017,2/4/2018,2012,"FIRM",0.02539
2600,1/30/2017,2/4/2018,2012,"MODEL",0.02539
2602,1/30/2017,2/4/2018,2012,"FIRM",0.03126
2602,1/30/2017,2/4/2018,2012,"MODEL",0.03126
2603,1/30/2017,2/4/2018,2012,"FIRM",0.04302
2603,1/30/2017,2/4/2018,2012,"MODEL",0.04302
2604,1/30/2017,2/4/2018,2012,"FIRM",0.05036
2604,1/30/2017,2/4/2018,2012,"MODEL",0.05036
2605,1/30/2017,2/4/2018,2012,"FIRM",0.06024
2605,1/30/2017,2/4/2018,2012,"MODEL",0.06024
2606,1/30/2017,2/4/2018,2012,"FIRM",0.07353
2606,1/30/2017,2/4/2018,2012,"MODEL",0.07353
2607,1/30/2017,2/4/2018,2012,"FIRM",0.08582
2607,1/30/2017,2/4/2018,2012,"MODEL",0.08582
2608,1/30/2017,2/4/2018,2012,"FIRM",0.09791
2608,1/30/2017,2/4/2018,2012,"MODEL",0.09791
2609,1/30/2017,2/4/2018,2012,"FIRM",0.1102
2609,1/30/2017,2/4/2018,2012,"MODEL",0.1102
2610,1/30/2017,2/4/2018,2012,"MODEL",0.11722
2610,1/30/2017,2/4/2018,2012,"FIRM",0.11722
2600,1/30/2017,2/4/2018,2013,"MODEL",0.03003
2600,1/30/2017,2/4/2018,2013,"FIRM",0.03003
2602,1/30/2017,2/4/2018,2013,"MODEL",0.03684
2602,1/30/2017,2/4/2018,2013,"FIRM",0.03684
2603,1/30/2017,2/4/2018,2013,"FIRM",0.05045
2603,1/30/2017,2/4/2018,2013,"MODEL",0.05045
2604,1/30/2017,2/4/2018,2013,"FIRM",0.05896
2604,1/30/2017,2/4/2018,2013,"MODEL",0.05896
2605,1/30/2017,2/4/2018,2013,"FIRM",0.07047
2605,1/30/2017,2/4/2018,2013,"MODEL",0.07047
2606,1/30/2017,2/4/2018,2013,"FIRM",0.08608
2606,1/30/2017,2/4/2018,2013,"MODEL",0.08608
2607,1/30/2017,2/4/2018,2013,"MODEL",0.1007
2607,1/30/2017,2/4/2018,2013,"FIRM",0.1007
2608,1/30/2017,2/4/2018,2013,"MODEL",0.11511
2608,1/30/2017,2/4/2018,2013,"FIRM",0.11511
2609,1/30/2017,2/4/2018,2013,"FIRM",0.12973
2609,1/30/2017,2/4/2018,2013,"MODEL",0.12974
2610,1/30/2017,2/4/2018,2013,"FIRM",0.13815
2610,1/30/2017,2/4/2018,2013,"MODEL",0.13814
2600,1/30/2017,2/4/2018,2014,"FIRM",0.3055
2600,1/30/2017,2/4/2018,2014,"MODEL",0.39329
2602,1/30/2017,2/4/2018,2014,"FIRM",0.30363
2602,1/30/2017,2/4/2018,2014,"MODEL",0.37115
2603,1/30/2017,2/4/2018,2014,"FIRM",0.29893
2603,1/30/2017,2/4/2018,2014,"MODEL",0.32715
2604,1/30/2017,2/4/2018,2014,"FIRM",0.29357
2604,1/30/2017,2/4/2018,2014,"MODEL",0.29739
2605,1/30/2017,2/4/2018,2014,"FIRM",0.2747
2605,1/30/2017,2/4/2018,2014,"MODEL",0.2578
2606,1/30/2017,2/4/2018,2014,"FIRM",0.23801
2606,1/30/2017,2/4/2018,2014,"MODEL",0.21365
2607,1/30/2017,2/4/2018,2014,"FIRM",0.19263
2607,1/30/2017,2/4/2018,2014,"MODEL",0.17068
2608,1/30/2017,2/4/2018,2014,"FIRM",0.13201
2608,1/30/2017,2/4/2018,2014,"MODEL",0.11855
2609,1/30/2017,2/4/2018,2014,"FIRM",0.0744
2609,1/30/2017,2/4/2018,2014,"MODEL",0.0682
2610,1/30/2017,2/4/2018,2014,"MODEL",0.0385
2610,1/30/2017,2/4/2018,2014,"FIRM",0.042
2600,1/30/2017,2/4/2018,2015,"FIRM",0.33
2600,1/30/2017,2/4/2018,2015,"MODEL",0.1
2602,1/30/2017,2/4/2018,2015,"FIRM",0.282
2602,1/30/2017,2/4/2018,2015,"MODEL",0.088
2603,1/30/2017,2/4/2018,2015,"FIRM",0.186
2603,1/30/2017,2/4/2018,2015,"MODEL",0.042
2604,1/30/2017,2/4/2018,2015,"FIRM",0.13
2604,1/30/2017,2/4/2018,2015,"MODEL",0
2605,1/30/2017,2/4/2018,2015,"FIRM",0.08
2605,1/30/2017,2/4/2018,2015,"MODEL",0
2606,1/30/2017,2/4/2018,2015,"FIRM",0.03
2606,1/30/2017,2/4/2018,2015,"MODEL",0
2607,1/30/2017,2/4/2018,2015,"FIRM",0
2607,1/30/2017,2/4/2018,2015,"MODEL",0
2608,1/30/2017,2/4/2018,2015,"FIRM",0
2608,1/30/2017,2/4/2018,2015,"MODEL",0
2609,1/30/2017,2/4/2018,2015,"FIRM",0
2609,1/30/2017,2/4/2018,2015,"MODEL",0
2610,1/30/2017,2/4/2018,2015,"MODEL",0
2610,1/30/2017,2/4/2018,2015,"FIRM",0
2600,1/30/2017,2/4/2018,2017,"FIRM",0.02512
2600,1/30/2017,2/4/2018,2017,"MODEL",0.02512
2602,1/30/2017,2/4/2018,2017,"FIRM",0.03121
2602,1/30/2017,2/4/2018,2017,"MODEL",0.03121
2603,1/30/2017,2/4/2018,2017,"FIRM",0.04339
2603,1/30/2017,2/4/2018,2017,"MODEL",0.04339
2604,1/30/2017,2/4/2018,2017,"FIRM",0.05101
2604,1/30/2017,2/4/2018,2017,"MODEL",0.05101
2605,1/30/2017,2/4/2018,2017,"FIRM",0.06113
2605,1/30/2017,2/4/2018,2017,"MODEL",0.06113
2606,1/30/2017,2/4/2018,2017,"FIRM",0.07449
2606,1/30/2017,2/4/2018,2017,"MODEL",0.07449
2607,1/30/2017,2/4/2018,2017,"FIRM",0.08651
2607,1/30/2017,2/4/2018,2017,"MODEL",0.0865133333333333
2608,1/30/2017,2/4/2018,2017,"FIRM",0.09828
2608,1/30/2017,2/4/2018,2017,"MODEL",0.09828
2609,1/30/2017,2/4/2018,2017,"FIRM",0.11031
2609,1/30/2017,2/4/2018,2017,"MODEL",0.110306666666667
2610,1/30/2017,2/4/2018,2017,"MODEL",0.117043333333333
2610,1/30/2017,2/4/2018,2017,"FIRM",0.11704
2600,1/30/2017,2/4/2018,2019,"FIRM",0.013
2600,1/30/2017,2/4/2018,2019,"MODEL",0.013
2602,1/30/2017,2/4/2018,2019,"FIRM",0.0164
2602,1/30/2017,2/4/2018,2019,"MODEL",0.0164
2603,1/30/2017,2/4/2018,2019,"MODEL",0.0232
2603,1/30/2017,2/4/2018,2019,"FIRM",0.0232
2604,1/30/2017,2/4/2018,2019,"MODEL",0.02745
2604,1/30/2017,2/4/2018,2019,"FIRM",0.02745
2605,1/30/2017,2/4/2018,2019,"FIRM",0.033
2605,1/30/2017,2/4/2018,2019,"MODEL",0.033
2606,1/30/2017,2/4/2018,2019,"FIRM",0.0401
2606,1/30/2017,2/4/2018,2019,"MODEL",0.0401
2607,1/30/2017,2/4/2018,2019,"FIRM",0.0462
2607,1/30/2017,2/4/2018,2019,"MODEL",0.0462
2608,1/30/2017,2/4/2018,2019,"FIRM",0.0521
2608,1/30/2017,2/4/2018,2019,"MODEL",0.0521
2609,1/30/2017,2/4/2018,2019,"MODEL",0.0582
2609,1/30/2017,2/4/2018,2019,"FIRM",0.0582
2610,1/30/2017,2/4/2018,2019,"MODEL",0.0615
2610,1/30/2017,2/4/2018,2019,"FIRM",0.0615
2600,1/30/2017,2/4/2018,2022,"FIRM",0.01429
2600,1/30/2017,2/4/2018,2022,"MODEL",0.01429
2602,1/30/2017,2/4/2018,2022,"FIRM",0.01795
2602,1/30/2017,2/4/2018,2022,"MODEL",0.01795
2603,1/30/2017,2/4/2018,2022,"FIRM",0.02528
2603,1/30/2017,2/4/2018,2022,"MODEL",0.02528
2604,1/30/2017,2/4/2018,2022,"FIRM",0.02983
2604,1/30/2017,2/4/2018,2022,"MODEL",0.02983
2605,1/30/2017,2/4/2018,2022,"FIRM",0.03585
2605,1/30/2017,2/4/2018,2022,"MODEL",0.03585
2606,1/30/2017,2/4/2018,2022,"FIRM",0.04361
2606,1/30/2017,2/4/2018,2022,"MODEL",0.04361
2607,1/30/2017,2/4/2018,2022,"FIRM",0.05036
2607,1/30/2017,2/4/2018,2022,"MODEL",0.05036
2608,1/30/2017,2/4/2018,2022,"FIRM",0.05691
2608,1/30/2017,2/4/2018,2022,"MODEL",0.05691
2609,1/30/2017,2/4/2018,2022,"FIRM",0.06366
2609,1/30/2017,2/4/2018,2022,"MODEL",0.06366
2610,1/30/2017,2/4/2018,2022,"MODEL",0.06735
2610,1/30/2017,2/4/2018,2022,"FIRM",0.06735
2600,1/30/2017,2/4/2018,2023,"FIRM",0.0195
2600,1/30/2017,2/4/2018,2023,"MODEL",0.0195
2602,1/30/2017,2/4/2018,2023,"FIRM",0.0242
2602,1/30/2017,2/4/2018,2023,"MODEL",0.0242
2603,1/30/2017,2/4/2018,2023,"FIRM",0.0336
2603,1/30/2017,2/4/2018,2023,"MODEL",0.0336
2604,1/30/2017,2/4/2018,2023,"FIRM",0.03948
2604,1/30/2017,2/4/2018,2023,"MODEL",0.03948
2605,1/30/2017,2/4/2018,2023,"FIRM",0.0473
2605,1/30/2017,2/4/2018,2023,"MODEL",0.0473
2606,1/30/2017,2/4/2018,2023,"FIRM",0.05765
2606,1/30/2017,2/4/2018,2023,"MODEL",0.05765
2607,1/30/2017,2/4/2018,2023,"FIRM",0.067
2607,1/30/2017,2/4/2018,2023,"MODEL",0.067
2608,1/30/2017,2/4/2018,2023,"FIRM",0.07615
2608,1/30/2017,2/4/2018,2023,"MODEL",0.07615
2609,1/30/2017,2/4/2018,2023,"FIRM",0.0855
2609,1/30/2017,2/4/2018,2023,"MODEL",0.0855
2610,1/30/2017,2/4/2018,2023,"MODEL",0.09075
2610,1/30/2017,2/4/2018,2023,"FIRM",0.09075
2600,1/30/2017,2/4/2018,2024,"FIRM",0.0235
2600,1/30/2017,2/4/2018,2024,"MODEL",0.13067
2602,1/30/2017,2/4/2018,2024,"FIRM",0.03666
2602,1/30/2017,2/4/2018,2024,"MODEL",0.13751
2603,1/30/2017,2/4/2018,2024,"MODEL",0.16983
2603,1/30/2017,2/4/2018,2024,"FIRM",0.0658
2604,1/30/2017,2/4/2018,2024,"FIRM",0.08474
2604,1/30/2017,2/4/2018,2024,"MODEL",0.20271
2605,1/30/2017,2/4/2018,2024,"MODEL",0.19087
2605,1/30/2017,2/4/2018,2024,"FIRM",0.0952
2606,1/30/2017,2/4/2018,2024,"MODEL",0.15784
2606,1/30/2017,2/4/2018,2024,"FIRM",0.102
2607,1/30/2017,2/4/2018,2024,"FIRM",0.0994
2607,1/30/2017,2/4/2018,2024,"MODEL",0.12037
2608,1/30/2017,2/4/2018,2024,"FIRM",0.0802
2608,1/30/2017,2/4/2018,2024,"MODEL",0.08754
2609,1/30/2017,2/4/2018,2024,"MODEL",0.0558
2609,1/30/2017,2/4/2018,2024,"FIRM",0.0496
2610,1/30/2017,2/4/2018,2024,"FIRM",0.028
2610,1/30/2017,2/4/2018,2024,"MODEL",0.0315
2600,1/30/2017,2/4/2018,2025,"FIRM",0.141
2600,1/30/2017,2/4/2018,2025,"MODEL",0.17604
2602,1/30/2017,2/4/2018,2025,"FIRM",0.12972
2602,1/30/2017,2/4/2018,2025,"MODEL",0.15535
2603,1/30/2017,2/4/2018,2025,"FIRM",0.10528
2603,1/30/2017,2/4/2018,2025,"MODEL",0.11703
2604,1/30/2017,2/4/2018,2025,"FIRM",0.08768
2604,1/30/2017,2/4/2018,2025,"MODEL",0.09589
2605,1/30/2017,2/4/2018,2025,"FIRM",0.06612
2605,1/30/2017,2/4/2018,2025,"MODEL",0.06735
2606,1/30/2017,2/4/2018,2025,"FIRM",0.04
2606,1/30/2017,2/4/2018,2025,"MODEL",0.03852
2607,1/30/2017,2/4/2018,2025,"FIRM",0.022
2607,1/30/2017,2/4/2018,2025,"MODEL",0.02297
2608,1/30/2017,2/4/2018,2025,"FIRM",0.0078
2608,1/30/2017,2/4/2018,2025,"MODEL",0.01392
2609,1/30/2017,2/4/2018,2025,"FIRM",0
2609,1/30/2017,2/4/2018,2025,"MODEL",0
2610,1/30/2017,2/4/2018,2025,"MODEL",0
2610,1/30/2017,2/4/2018,2025,"FIRM",0
2600,1/30/2017,2/4/2018,2029,"MODEL",0
2602,1/30/2017,2/4/2018,2029,"MODEL",0
2603,1/30/2017,2/4/2018,2029,"MODEL",0
2604,1/30/2017,2/4/2018,2029,"MODEL",0
2605,1/30/2017,2/4/2018,2029,"MODEL",0
2606,1/30/2017,2/4/2018,2029,"MODEL",0
2607,1/30/2017,2/4/2018,2029,"MODEL",0
2608,1/30/2017,2/4/2018,2029,"MODEL",0
2609,1/30/2017,2/4/2018,2029,"MODEL",0
2610,1/30/2017,2/4/2018,2029,"MODEL",0
2600,1/30/2017,2/4/2018,2030,"MODEL",0.01073
2600,1/30/2017,2/4/2018,2030,"FIRM",0.01073
2602,1/30/2017,2/4/2018,2030,"MODEL",0.01287
2602,1/30/2017,2/4/2018,2030,"FIRM",0.01287
2603,1/30/2017,2/4/2018,2030,"FIRM",0.01716
2603,1/30/2017,2/4/2018,2030,"MODEL",0.01716
2604,1/30/2017,2/4/2018,2030,"MODEL",0.01984
2604,1/30/2017,2/4/2018,2030,"FIRM",0.01984
2605,1/30/2017,2/4/2018,2030,"FIRM",0.02359
2605,1/30/2017,2/4/2018,2030,"MODEL",0.02359
2606,1/30/2017,2/4/2018,2030,"FIRM",0.02896
2606,1/30/2017,2/4/2018,2030,"MODEL",0.02896
2607,1/30/2017,2/4/2018,2030,"MODEL",0.03432
2607,1/30/2017,2/4/2018,2030,"FIRM",0.03432
2608,1/30/2017,2/4/2018,2030,"FIRM",0.03968
2608,1/30/2017,2/4/2018,2030,"MODEL",0.03968
2609,1/30/2017,2/4/2018,2030,"MODEL",0.04504
2609,1/30/2017,2/4/2018,2030,"FIRM",0.04504
2610,1/30/2017,2/4/2018,2030,"MODEL",0.04826
2610,1/30/2017,2/4/2018,2030,"FIRM",0.04826
2600,1/30/2017,2/4/2018,2034,"MODEL",0
2602,1/30/2017,2/4/2018,2034,"MODEL",0
2603,1/30/2017,2/4/2018,2034,"MODEL",0
2604,1/30/2017,2/4/2018,2034,"MODEL",0
2605,1/30/2017,2/4/2018,2034,"MODEL",0
2606,1/30/2017,2/4/2018,2034,"MODEL",0
2607,1/30/2017,2/4/2018,2034,"MODEL",0
2608,1/30/2017,2/4/2018,2034,"MODEL",0
2609,1/30/2017,2/4/2018,2034,"MODEL",0
2610,1/30/2017,2/4/2018,2034,"MODEL",0
2600,1/30/2017,2/4/2018,2038,"FIRM",0.02512
2600,1/30/2017,2/4/2018,2038,"MODEL",0.02512
2602,1/30/2017,2/4/2018,2038,"FIRM",0.03121
2602,1/30/2017,2/4/2018,2038,"MODEL",0.03121
2603,1/30/2017,2/4/2018,2038,"FIRM",0.04339
2603,1/30/2017,2/4/2018,2038,"MODEL",0.04339
2604,1/30/2017,2/4/2018,2038,"FIRM",0.05101
2604,1/30/2017,2/4/2018,2038,"MODEL",0.05101
2605,1/30/2017,2/4/2018,2038,"FIRM",0.06113
2605,1/30/2017,2/4/2018,2038,"MODEL",0.06113
2606,1/30/2017,2/4/2018,2038,"FIRM",0.07449
2606,1/30/2017,2/4/2018,2038,"MODEL",0.07449
2607,1/30/2017,2/4/2018,2038,"FIRM",0.08651
2607,1/30/2017,2/4/2018,2038,"MODEL",0.0865133333333333
2608,1/30/2017,2/4/2018,2038,"FIRM",0.09828
2608,1/30/2017,2/4/2018,2038,"MODEL",0.09828
2609,1/30/2017,2/4/2018,2038,"FIRM",0.11031
2609,1/30/2017,2/4/2018,2038,"MODEL",0.110306666666667
2610,1/30/2017,2/4/2018,2038,"MODEL",0.117043333333333
2610,1/30/2017,2/4/2018,2038,"FIRM",0.11704
2600,2/5/2018,9/26/2018,2010,"MODEL",0.0117
2602,2/5/2018,9/26/2018,2010,"MODEL",0.01327
2603,2/5/2018,9/26/2018,2010,"MODEL",0.02032
2604,2/5/2018,9/26/2018,2010,"MODEL",0.02428
2605,2/5/2018,9/26/2018,2010,"MODEL",0.02877
2606,2/5/2018,9/26/2018,2010,"MODEL",0.03542
2607,2/5/2018,9/26/2018,2010,"MODEL",0.04108
2608,2/5/2018,9/26/2018,2010,"MODEL",0.04612
2609,2/5/2018,9/26/2018,2010,"MODEL",0.05177
2610,2/5/2018,9/26/2018,2010,"MODEL",0.05565
2600,2/5/2018,9/26/2018,2011,"MODEL",0.02512
2602,2/5/2018,9/26/2018,2011,"MODEL",0.02817
2603,2/5/2018,9/26/2018,2011,"MODEL",0.04187
2604,2/5/2018,9/26/2018,2011,"MODEL",0.04948
2605,2/5/2018,9/26/2018,2011,"MODEL",0.05836
2606,2/5/2018,9/26/2018,2011,"MODEL",0.07198
2607,2/5/2018,9/26/2018,2011,"MODEL",0.08427
2608,2/5/2018,9/26/2018,2011,"MODEL",0.09577
2609,2/5/2018,9/26/2018,2011,"MODEL",0.10806
2610,2/5/2018,9/26/2018,2011,"MODEL",0.11704
2600,2/5/2018,9/26/2018,2012,"MODEL",0.0127
2602,2/5/2018,9/26/2018,2012,"MODEL",0.01416
2603,2/5/2018,9/26/2018,2012,"MODEL",0.02078
2604,2/5/2018,9/26/2018,2012,"MODEL",0.02445
2605,2/5/2018,9/26/2018,2012,"MODEL",0.03835
2606,2/5/2018,9/26/2018,2012,"MODEL",0.04735
2607,2/5/2018,9/26/2018,2012,"MODEL",0.05568
2608,2/5/2018,9/26/2018,2012,"MODEL",0.06361
2609,2/5/2018,9/26/2018,2012,"MODEL",0.07194
2610,2/5/2018,9/26/2018,2012,"MODEL",0.07819
2600,2/5/2018,9/26/2018,2013,"MODEL",0.03002
2602,2/5/2018,9/26/2018,2013,"MODEL",0.03343
2603,2/5/2018,9/26/2018,2013,"MODEL",0.04874
2604,2/5/2018,9/26/2018,2013,"MODEL",0.05726
2605,2/5/2018,9/26/2018,2013,"MODEL",0.06726
2606,2/5/2018,9/26/2018,2013,"MODEL",0.08309
2607,2/5/2018,9/26/2018,2013,"MODEL",0.0979
2608,2/5/2018,9/26/2018,2013,"MODEL",0.11211
2609,2/5/2018,9/26/2018,2013,"MODEL",0.12694
2610,2/5/2018,9/26/2018,2013,"MODEL",0.13815
2600,2/5/2018,9/26/2018,2014,"MODEL",0.39329
2602,2/5/2018,9/26/2018,2014,"MODEL",0.38221
2603,2/5/2018,9/26/2018,2014,"MODEL",0.33252
2604,2/5/2018,9/26/2018,2014,"MODEL",0.3042
2605,2/5/2018,9/26/2018,2014,"MODEL",0.26738
2606,2/5/2018,9/26/2018,2014,"MODEL",0.2213
2607,2/5/2018,9/26/2018,2014,"MODEL",0.1951
2608,2/5/2018,9/26/2018,2014,"MODEL",0.13967
2609,2/5/2018,9/26/2018,2014,"MODEL",0.0781
2610,2/5/2018,9/26/2018,2014,"MODEL",0.0385
2600,2/5/2018,9/26/2018,2015,"MODEL",0.1
2602,2/5/2018,9/26/2018,2015,"MODEL",0.094
2603,2/5/2018,9/26/2018,2015,"MODEL",0.056
2604,2/5/2018,9/26/2018,2015,"MODEL",0
2605,2/5/2018,9/26/2018,2015,"MODEL",0
2606,2/5/2018,9/26/2018,2015,"MODEL",0
2607,2/5/2018,9/26/2018,2015,"MODEL",0
2608,2/5/2018,9/26/2018,2015,"MODEL",0
2609,2/5/2018,9/26/2018,2015,"MODEL",0
2610,2/5/2018,9/26/2018,2015,"MODEL",0
2600,2/5/2018,9/26/2018,2017,"MODEL",0.02512
2602,2/5/2018,9/26/2018,2017,"MODEL",0.02817
2603,2/5/2018,9/26/2018,2017,"MODEL",0.04187
2604,2/5/2018,9/26/2018,2017,"MODEL",0.04948
2605,2/5/2018,9/26/2018,2017,"MODEL",0.05836
2606,2/5/2018,9/26/2018,2017,"MODEL",0.07198
2607,2/5/2018,9/26/2018,2017,"MODEL",0.08427
2608,2/5/2018,9/26/2018,2017,"MODEL",0.09577
2609,2/5/2018,9/26/2018,2017,"MODEL",0.10806
2610,2/5/2018,9/26/2018,2017,"MODEL",0.11704
2600,2/5/2018,9/26/2018,2019,"MODEL",0.013
2602,2/5/2018,9/26/2018,2019,"MODEL",0.0147
2603,2/5/2018,9/26/2018,2019,"MODEL",0.02235
2604,2/5/2018,9/26/2018,2019,"MODEL",0.0266
2605,2/5/2018,9/26/2018,2019,"MODEL",0.0315
2606,2/5/2018,9/26/2018,2019,"MODEL",0.0388
2607,2/5/2018,9/26/2018,2019,"MODEL",0.0451
2608,2/5/2018,9/26/2018,2019,"MODEL",0.0508
2609,2/5/2018,9/26/2018,2019,"MODEL",0.0571
2610,2/5/2018,9/26/2018,2019,"MODEL",0.0615
2600,2/5/2018,9/26/2018,2022,"MODEL",0.01429
2602,2/5/2018,9/26/2018,2022,"MODEL",0.01612
2603,2/5/2018,9/26/2018,2022,"MODEL",0.02437
2604,2/5/2018,9/26/2018,2022,"MODEL",0.02891
2605,2/5/2018,9/26/2018,2022,"MODEL",0.03422
2606,2/5/2018,9/26/2018,2022,"MODEL",0.04218
2607,2/5/2018,9/26/2018,2022,"MODEL",0.04913
2608,2/5/2018,9/26/2018,2022,"MODEL",0.05548
2609,2/5/2018,9/26/2018,2022,"MODEL",0.06243
2610,2/5/2018,9/26/2018,2022,"MODEL",0.06735
2600,2/5/2018,9/26/2018,2023,"MODEL",0.0195
2602,2/5/2018,9/26/2018,2023,"MODEL",0.02185
2603,2/5/2018,9/26/2018,2023,"MODEL",0.03242
2604,2/5/2018,9/26/2018,2023,"MODEL",0.0383
2605,2/5/2018,9/26/2018,2023,"MODEL",0.04515
2606,2/5/2018,9/26/2018,2023,"MODEL",0.0557
2607,2/5/2018,9/26/2018,2023,"MODEL",0.06525
2608,2/5/2018,9/26/2018,2023,"MODEL",0.0742
2609,2/5/2018,9/26/2018,2023,"MODEL",0.08375
2610,2/5/2018,9/26/2018,2023,"MODEL",0.09075
2600,2/5/2018,9/26/2018,2024,"MODEL",0.0784
2602,2/5/2018,9/26/2018,2024,"MODEL",0.08045
2603,2/5/2018,9/26/2018,2024,"MODEL",0.09527
2604,2/5/2018,9/26/2018,2024,"MODEL",0.1217
2605,2/5/2018,9/26/2018,2024,"MODEL",0.11797
2606,2/5/2018,9/26/2018,2024,"MODEL",0.09944
2607,2/5/2018,9/26/2018,2024,"MODEL",0.08238
2608,2/5/2018,9/26/2018,2024,"MODEL",0.06037
2609,2/5/2018,9/26/2018,2024,"MODEL",0
2610,2/5/2018,9/26/2018,2024,"MODEL",0
2600,2/5/2018,9/26/2018,2025,"MODEL",0.17604
2602,2/5/2018,9/26/2018,2025,"MODEL",0.1657
2603,2/5/2018,9/26/2018,2025,"MODEL",0.12069
2604,2/5/2018,9/26/2018,2025,"MODEL",0.10097
2605,2/5/2018,9/26/2018,2025,"MODEL",0.074
