TGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,TRGT_FUND_WGT,WGT_TYPE
2610,1/30/2017,2/4/2018,2030,0.04826,"MODEL"
2600,1/30/2017,2/4/2018,2029,0,"MODEL"
2602,1/30/2017,2/4/2018,2029,0,"MODEL"
2603,1/30/2017,2/4/2018,2029,0,"MODEL"
2604,1/30/2017,2/4/2018,2029,0,"MODEL"
2605,1/30/2017,2/4/2018,2029,0,"MODEL"
2606,1/30/2017,2/4/2018,2029,0,"MODEL"
2607,1/30/2017,2/4/2018,2029,0,"MODEL"
2608,1/30/2017,2/4/2018,2029,0,"MODEL"
2609,1/30/2017,2/4/2018,2029,0,"MODEL"
2610,1/30/2017,2/4/2018,2029,0,"MODEL"
2600,1/30/2017,2/4/2018,2034,0,"MODEL"
2602,1/30/2017,2/4/2018,2034,0,"MODEL"
2603,1/30/2017,2/4/2018,2034,0,"MODEL"
2604,1/30/2017,2/4/2018,2034,0,"MODEL"
2605,1/30/2017,2/4/2018,2034,0,"MODEL"
2606,1/30/2017,2/4/2018,2034,0,"MODEL"
2607,1/30/2017,2/4/2018,2034,0,"MODEL"
2608,1/30/2017,2/4/2018,2034,0,"MODEL"
2609,1/30/2017,2/4/2018,2034,0,"MODEL"
2610,1/30/2017,2/4/2018,2034,0,"MODEL"
2600,1/30/2017,2/4/2018,2024,0.13067,"MODEL"
2602,1/30/2017,2/4/2018,2024,0.13751,"MODEL"
2603,1/30/2017,2/4/2018,2024,0.16983,"MODEL"
2604,1/30/2017,2/4/2018,2024,0.20271,"MODEL"
2605,1/30/2017,2/4/2018,2024,0.19087,"MODEL"
2606,1/30/2017,2/4/2018,2024,0.15784,"MODEL"
2607,1/30/2017,2/4/2018,2024,0.12037,"MODEL"
2608,1/30/2017,2/4/2018,2024,0.08754,"MODEL"
2600,1/30/2017,2/4/2018,2012,0.02539,"MODEL"
2602,1/30/2017,2/4/2018,2012,0.03126,"MODEL"
2603,1/30/2017,2/4/2018,2012,0.04302,"MODEL"
2604,1/30/2017,2/4/2018,2012,0.05036,"MODEL"
2605,1/30/2017,2/4/2018,2012,0.06024,"MODEL"
2606,1/30/2017,2/4/2018,2012,0.07353,"MODEL"
2607,1/30/2017,2/4/2018,2012,0.08582,"MODEL"
2608,1/30/2017,2/4/2018,2012,0.09791,"MODEL"
2609,1/30/2017,2/4/2018,2012,0.1102,"MODEL"
2610,1/30/2017,2/4/2018,2012,0.11722,"MODEL"
2600,1/30/2017,2/4/2018,2019,0.013,"MODEL"
2602,1/30/2017,2/4/2018,2019,0.0164,"MODEL"
2603,1/30/2017,2/4/2018,2019,0.0232,"MODEL"
2604,1/30/2017,2/4/2018,2019,0.02745,"MODEL"
2605,1/30/2017,2/4/2018,2019,0.033,"MODEL"
2606,1/30/2017,2/4/2018,2019,0.0401,"MODEL"
2607,1/30/2017,2/4/2018,2019,0.0462,"MODEL"
2608,1/30/2017,2/4/2018,2019,0.0521,"MODEL"
2609,1/30/2017,2/4/2018,2019,0.0582,"MODEL"
2610,1/30/2017,2/4/2018,2019,0.0615,"MODEL"
2600,1/30/2017,2/4/2018,2010,0.0117,"MODEL"
2602,1/30/2017,2/4/2018,2010,0.01484,"MODEL"
2603,1/30/2017,2/4/2018,2010,0.02111,"MODEL"
2604,1/30/2017,2/4/2018,2010,0.02506,"MODEL"
2605,1/30/2017,2/4/2018,2010,0.03014,"MODEL"
2606,1/30/2017,2/4/2018,2010,0.03659,"MODEL"
2607,1/30/2017,2/4/2018,2010,0.04204,"MODEL"
2608,1/30/2017,2/4/2018,2010,0.04729,"MODEL"
2609,1/30/2017,2/4/2018,2010,0.05274,"MODEL"
2610,1/30/2017,2/4/2018,2010,0.05565,"MODEL"
2600,1/30/2017,2/4/2018,2013,0.03003,"MODEL"
2602,1/30/2017,2/4/2018,2013,0.03684,"MODEL"
2603,1/30/2017,2/4/2018,2013,0.05045,"MODEL"
2604,1/30/2017,2/4/2018,2013,0.05896,"MODEL"
2605,1/30/2017,2/4/2018,2013,0.07047,"MODEL"
2606,1/30/2017,2/4/2018,2013,0.08608,"MODEL"
2607,1/30/2017,2/4/2018,2013,0.1007,"MODEL"
2608,1/30/2017,2/4/2018,2013,0.11511,"MODEL"
2609,1/30/2017,2/4/2018,2013,0.12974,"MODEL"
2610,1/30/2017,2/4/2018,2013,0.13814,"MODEL"
2600,1/30/2017,2/4/2018,2023,0.0195,"MODEL"
2602,1/30/2017,2/4/2018,2023,0.0242,"MODEL"
2603,1/30/2017,2/4/2018,2023,0.0336,"MODEL"
2604,1/30/2017,2/4/2018,2023,0.03948,"MODEL"
2605,1/30/2017,2/4/2018,2023,0.0473,"MODEL"
2606,1/30/2017,2/4/2018,2023,0.05765,"MODEL"
2607,1/30/2017,2/4/2018,2023,0.067,"MODEL"
2608,1/30/2017,2/4/2018,2023,0.07615,"MODEL"
2609,1/30/2017,2/4/2018,2023,0.0855,"MODEL"
2610,1/30/2017,2/4/2018,2023,0.09075,"MODEL"
2600,1/30/2017,2/4/2018,2022,0.01429,"MODEL"
2602,1/30/2017,2/4/2018,2022,0.01795,"MODEL"
2603,1/30/2017,2/4/2018,2022,0.02528,"MODEL"
2604,1/30/2017,2/4/2018,2022,0.02983,"MODEL"
2605,1/30/2017,2/4/2018,2022,0.03585,"MODEL"
2606,1/30/2017,2/4/2018,2022,0.04361,"MODEL"
2607,1/30/2017,2/4/2018,2022,0.05036,"MODEL"
2608,1/30/2017,2/4/2018,2022,0.05691,"MODEL"
2609,1/30/2017,2/4/2018,2022,0.06366,"MODEL"
2610,1/30/2017,2/4/2018,2022,0.06735,"MODEL"
2600,1/30/2017,2/4/2018,2011,0.02512,"MODEL"
2602,1/30/2017,2/4/2018,2011,0.03121,"MODEL"
2603,1/30/2017,2/4/2018,2011,0.04339,"MODEL"
2604,1/30/2017,2/4/2018,2011,0.05101,"MODEL"
2604,2/5/2018,9/26/2018,2019,0.0266,"MODEL"
2604,2/5/2018,9/26/2018,2010,0.02428,"MODEL"
2604,2/5/2018,9/26/2018,2013,0.05726,"MODEL"
2604,2/5/2018,9/26/2018,2023,0.0383,"MODEL"
2604,2/5/2018,9/26/2018,2022,0.02891,"MODEL"
2604,2/5/2018,9/26/2018,2011,0.04948,"MODEL"
2604,2/5/2018,9/26/2018,2017,0.04948,"MODEL"
2604,2/5/2018,9/26/2018,2038,0.04948,"MODEL"
2604,2/5/2018,9/26/2018,2030,0.01931,"MODEL"
2604,2/5/2018,9/26/2018,2024,0.1217,"MODEL"
2604,2/5/2018,9/26/2018,2042,0.08113,"MODEL"
2604,2/5/2018,9/26/2018,2014,0.3042,"MODEL"
2604,2/5/2018,9/26/2018,2025,0.10097,"MODEL"
2604,2/5/2018,9/26/2018,2015,0,"MODEL"
2605,2/5/2018,9/26/2018,2012,0.03835,"MODEL"
2605,2/5/2018,9/26/2018,2040,0.01915,"MODEL"
2605,2/5/2018,9/26/2018,2019,0.0315,"MODEL"
2605,2/5/2018,9/26/2018,2010,0.02877,"MODEL"
2605,2/5/2018,9/26/2018,2013,0.06726,"MODEL"
2605,2/5/2018,9/26/2018,2023,0.04515,"MODEL"
2605,2/5/2018,9/26/2018,2022,0.03422,"MODEL"
2605,2/5/2018,9/26/2018,2011,0.05836,"MODEL"
2605,2/5/2018,9/26/2018,2017,0.05836,"MODEL"
2605,2/5/2018,9/26/2018,2038,0.05836,"MODEL"
2605,2/5/2018,9/26/2018,2030,0.02252,"MODEL"
2605,2/5/2018,9/26/2018,2024,0.11797,"MODEL"
2605,2/5/2018,9/26/2018,2042,0.07865,"MODEL"
2605,2/5/2018,9/26/2018,2014,0.26738,"MODEL"
2605,2/5/2018,9/26/2018,2025,0.074,"MODEL"
2605,2/5/2018,9/26/2018,2015,0,"MODEL"
2606,2/5/2018,9/26/2018,2012,0.04735,"MODEL"
2606,2/5/2018,9/26/2018,2040,0.02364,"MODEL"
2607,2/5/2018,9/26/2018,2040,0.0278,"MODEL"
2607,2/5/2018,9/26/2018,2019,0.0451,"MODEL"
2607,2/5/2018,9/26/2018,2010,0.04108,"MODEL"
2607,2/5/2018,9/26/2018,2013,0.0979,"MODEL"
2607,2/5/2018,9/26/2018,2023,0.06525,"MODEL"
2607,2/5/2018,9/26/2018,2022,0.04913,"MODEL"
2607,2/5/2018,9/26/2018,2011,0.08427,"MODEL"
2607,2/5/2018,9/26/2018,2017,0.08427,"MODEL"
2607,2/5/2018,9/26/2018,2038,0.08427,"MODEL"
2607,2/5/2018,9/26/2018,2030,0.03325,"MODEL"
2607,2/5/2018,9/26/2018,2024,0.08238,"MODEL"
2607,2/5/2018,9/26/2018,2042,0.05452,"MODEL"
2607,2/5/2018,9/26/2018,2014,0.1951,"MODEL"
2607,2/5/2018,9/26/2018,2025,0,"MODEL"
2607,2/5/2018,9/26/2018,2015,0,"MODEL"
2608,2/5/2018,9/26/2018,2012,0.06361,"MODEL"
2608,2/5/2018,9/26/2018,2040,0.03176,"MODEL"
2608,2/5/2018,9/26/2018,2019,0.0508,"MODEL"
2608,2/5/2018,9/26/2018,2010,0.04612,"MODEL"
2608,2/5/2018,9/26/2018,2013,0.11211,"MODEL"
2608,2/5/2018,9/26/2018,2023,0.0742,"MODEL"
2608,2/5/2018,9/26/2018,2022,0.05548,"MODEL"
2608,2/5/2018,9/26/2018,2011,0.09577,"MODEL"
2608,2/5/2018,9/26/2018,2017,0.09577,"MODEL"
2608,2/5/2018,9/26/2018,2038,0.09577,"MODEL"
2608,2/5/2018,9/26/2018,2030,0.03861,"MODEL"
2608,2/5/2018,9/26/2018,2024,0.06037,"MODEL"
2608,2/5/2018,9/26/2018,2042,0.03996,"MODEL"
2608,2/5/2018,9/26/2018,2014,0.13967,"MODEL"
2608,2/5/2018,9/26/2018,2025,0,"MODEL"
2608,2/5/2018,9/26/2018,2015,0,"MODEL"
2609,2/5/2018,9/26/2018,2012,0.07194,"MODEL"
2609,2/5/2018,9/26/2018,2040,0.03592,"MODEL"
2609,2/5/2018,9/26/2018,2019,0.0571,"MODEL"
2609,2/5/2018,9/26/2018,2010,0.05177,"MODEL"
2609,2/5/2018,9/26/2018,2013,0.12694,"MODEL"
2609,2/5/2018,9/26/2018,2023,0.08375,"MODEL"
2609,2/5/2018,9/26/2018,2022,0.06243,"MODEL"
2609,2/5/2018,9/26/2018,2011,0.10806,"MODEL"
2609,2/5/2018,9/26/2018,2017,0.10806,"MODEL"
2609,2/5/2018,9/26/2018,2038,0.10806,"MODEL"
2609,2/5/2018,9/26/2018,2030,0.04397,"MODEL"
2609,2/5/2018,9/26/2018,2024,0,"MODEL"
2609,2/5/2018,9/26/2018,2042,0.0639,"MODEL"
2609,2/5/2018,9/26/2018,2014,0.0781,"MODEL"
2609,2/5/2018,9/26/2018,2025,0,"MODEL"
2609,2/5/2018,9/26/2018,2015,0,"MODEL"
2610,2/5/2018,9/26/2018,2012,0.07819,"MODEL"
2610,2/5/2018,9/26/2018,2040,0.03903,"MODEL"
2603,2/5/2018,9/26/2018,2010,0.02032,"MODEL"
2603,2/5/2018,9/26/2018,2013,0.04874,"MODEL"
2603,2/5/2018,9/26/2018,2023,0.03242,"MODEL"
2603,2/5/2018,9/26/2018,2022,0.02437,"MODEL"
2603,2/5/2018,9/26/2018,2011,0.04187,"MODEL"
2603,2/5/2018,9/26/2018,2017,0.04187,"MODEL"
2603,2/5/2018,9/26/2018,2038,0.04187,"MODEL"
2603,2/5/2018,9/26/2018,2030,0.01663,"MODEL"
2603,2/5/2018,9/26/2018,2024,0.09527,"MODEL"
2603,2/5/2018,9/26/2018,2042,0.06352,"MODEL"
2603,2/5/2018,9/26/2018,2014,0.33252,"MODEL"
2603,2/5/2018,9/26/2018,2025,0.12069,"MODEL"
2603,2/5/2018,9/26/2018,2015,0.056,"MODEL"
2604,2/5/2018,9/26/2018,2012,0.02445,"MODEL"
2604,2/5/2018,9/26/2018,2040,0.02445,"MODEL"
2600,2/5/2018,9/26/2018,2015,0.1,"MODEL"
2602,2/5/2018,9/26/2018,2012,0.01416,"MODEL"
2602,2/5/2018,9/26/2018,2040,0.01416,"MODEL"
2602,2/5/2018,9/26/2018,2019,0.0147,"MODEL"
2602,2/5/2018,9/26/2018,2010,0.01327,"MODEL"
2602,2/5/2018,9/26/2018,2013,0.03343,"MODEL"
2602,2/5/2018,9/26/2018,2023,0.02185,"MODEL"
2602,2/5/2018,9/26/2018,2022,0.01612,"MODEL"
2602,2/5/2018,9/26/2018,2011,0.02817,"MODEL"
2602,2/5/2018,9/26/2018,2017,0.02817,"MODEL"
2602,2/5/2018,9/26/2018,2038,0.02817,"MODEL"
2602,2/5/2018,9/26/2018,2030,0.0118,"MODEL"
2602,2/5/2018,9/26/2018,2024,0.08045,"MODEL"
2602,2/5/2018,9/26/2018,2042,0.05364,"MODEL"
2602,2/5/2018,9/26/2018,2014,0.38221,"MODEL"
2602,2/5/2018,9/26/2018,2025,0.1657,"MODEL"
2602,2/5/2018,9/26/2018,2015,0.094,"MODEL"
2603,2/5/2018,9/26/2018,2012,0.02078,"MODEL"
2603,2/5/2018,9/26/2018,2040,0.02078,"MODEL"
2603,2/5/2018,9/26/2018,2019,0.02235,"MODEL"
2610,2/5/2018,9/26/2018,2019,0.0615,"MODEL"
2610,2/5/2018,9/26/2018,2010,0.05565,"MODEL"
2610,2/5/2018,9/26/2018,2013,0.13815,"MODEL"
2610,2/5/2018,9/26/2018,2023,0.09075,"MODEL"
2610,2/5/2018,9/26/2018,2022,0.06735,"MODEL"
2610,2/5/2018,9/26/2018,2011,0.11704,"MODEL"
2610,2/5/2018,9/26/2018,2017,0.11704,"MODEL"
2610,2/5/2018,9/26/2018,2038,0.11704,"MODEL"
2610,2/5/2018,9/26/2018,2030,0.04826,"MODEL"
2610,2/5/2018,9/26/2018,2024,0,"MODEL"
2610,2/5/2018,9/26/2018,2042,0.0315,"MODEL"
2610,2/5/2018,9/26/2018,2014,0.0385,"MODEL"
2610,2/5/2018,9/26/2018,2025,0,"MODEL"
2610,2/5/2018,9/26/2018,2015,0,"MODEL"
2600,2/5/2018,9/26/2018,2012,0.0127,"MODEL"
2600,2/5/2018,9/26/2018,2040,0.0127,"MODEL"
2600,2/5/2018,9/26/2018,2019,0.013,"MODEL"
2600,2/5/2018,9/26/2018,2010,0.0117,"MODEL"
2600,2/5/2018,9/26/2018,2013,0.03002,"MODEL"
2600,2/5/2018,9/26/2018,2023,0.0195,"MODEL"
2600,2/5/2018,9/26/2018,2022,0.01429,"MODEL"
2600,2/5/2018,9/26/2018,2011,0.02512,"MODEL"
2600,2/5/2018,9/26/2018,2017,0.02512,"MODEL"
2600,2/5/2018,9/26/2018,2038,0.02512,"MODEL"
2600,2/5/2018,9/26/2018,2030,0.01073,"MODEL"
2600,2/5/2018,9/26/2018,2024,0.0784,"MODEL"
2600,2/5/2018,9/26/2018,2042,0.05227,"MODEL"
2600,2/5/2018,9/26/2018,2014,0.39329,"MODEL"
2600,2/5/2018,9/26/2018,2025,0.17604,"MODEL"
2606,2/5/2018,9/26/2018,2019,0.0388,"MODEL"
2606,2/5/2018,9/26/2018,2010,0.03542,"MODEL"
2606,2/5/2018,9/26/2018,2013,0.08309,"MODEL"
2606,2/5/2018,9/26/2018,2023,0.0557,"MODEL"
2606,2/5/2018,9/26/2018,2022,0.04218,"MODEL"
2606,2/5/2018,9/26/2018,2011,0.07198,"MODEL"
2606,2/5/2018,9/26/2018,2017,0.07198,"MODEL"
2606,2/5/2018,9/26/2018,2038,0.07198,"MODEL"
2606,2/5/2018,9/26/2018,2030,0.02788,"MODEL"
2606,2/5/2018,9/26/2018,2024,0.09944,"MODEL"
2606,2/5/2018,9/26/2018,2042,0.06629,"MODEL"
2606,2/5/2018,9/26/2018,2014,0.2213,"MODEL"
2606,2/5/2018,9/26/2018,2025,0.04297,"MODEL"
2606,2/5/2018,9/26/2018,2015,0,"MODEL"
2607,2/5/2018,9/26/2018,2012,0.05568,"MODEL"
2610,2/5/2018,2/28/2019,2010,0.05565,"FIRM"
2610,2/5/2018,2/28/2019,2017,0.11704,"FIRM"
2600,2/5/2018,2/28/2019,2012,0.0127,"FIRM"
2600,2/5/2018,2/28/2019,2040,0.0127,"FIRM"
2600,2/5/2018,2/28/2019,2019,0.013,"FIRM"
2600,2/5/2018,2/28/2019,2010,0.0117,"FIRM"
2600,2/5/2018,2/28/2019,2013,0.03002,"FIRM"
2600,2/5/2018,2/28/2019,2023,0.0195,"FIRM"
2600,2/5/2018,2/28/2019,2022,0.01429,"FIRM"
2600,2/5/2018,2/28/2019,2011,0.02512,"FIRM"
2600,2/5/2018,2/28/2019,2038,0.02512,"FIRM"
2600,2/5/2018,2/28/2019,2017,0.02512,"FIRM"
2600,2/5/2018,2/28/2019,2030,0.01073,"FIRM"
2600,2/5/2018,2/28/2019,2024,0.0235,"FIRM"
2600,2/5/2018,2/28/2019,2014,0.3055,"FIRM"
2600,2/5/2018,2/28/2019,2025,0.141,"FIRM"
2600,2/5/2018,2/28/2019,2015,0.33,"FIRM"
2602,2/5/2018,2/28/2019,2012,0.01416,"FIRM"
2602,2/5/2018,2/28/2019,2040,0.01416,"FIRM"
2602,2/5/2018,2/28/2019,2019,0.0147,"FIRM"
2602,2/5/2018,2/28/2019,2010,0.01327,"FIRM"
2602,2/5/2018,2/28/2019,2013,0.03343,"FIRM"
2602,2/5/2018,2/28/2019,2023,0.02185,"FIRM"
2602,2/5/2018,2/28/2019,2022,0.01612,"FIRM"
2602,2/5/2018,2/28/2019,2011,0.02817,"FIRM"
2602,2/5/2018,2/28/2019,2038,0.02817,"FIRM"
2602,2/5/2018,2/28/2019,2017,0.02817,"FIRM"
2602,2/5/2018,2/28/2019,2030,0.0118,"FIRM"
2602,2/5/2018,2/28/2019,2024,0.03008,"FIRM"
2602,2/5/2018,2/28/2019,2014,0.30456,"FIRM"
2602,2/5/2018,2/28/2019,2025,0.13536,"FIRM"
2602,2/5/2018,2/28/2019,2015,0.306,"FIRM"
2603,2/5/2018,2/28/2019,2012,0.02078,"FIRM"
2603,2/5/2018,2/28/2019,2040,0.02078,"FIRM"
2603,2/5/2018,2/28/2019,2019,0.02235,"FIRM"
2603,2/5/2018,2/28/2019,2010,0.02032,"FIRM"
2603,2/5/2018,2/28/2019,2013,0.04874,"FIRM"
2608,2/5/2018,2/28/2019,2014,0.144,"FIRM"
2608,2/5/2018,2/28/2019,2025,0.0104,"FIRM"
2608,2/5/2018,2/28/2019,2015,0,"FIRM"
2609,2/5/2018,2/28/2019,2012,0.07194,"FIRM"
2609,2/5/2018,2/28/2019,2040,0.03592,"FIRM"
2609,2/5/2018,2/28/2019,2019,0.0571,"FIRM"
2609,2/5/2018,2/28/2019,2010,0.05177,"FIRM"
2609,2/5/2018,2/28/2019,2013,0.12694,"FIRM"
2609,2/5/2018,2/28/2019,2023,0.08375,"FIRM"
2609,2/5/2018,2/28/2019,2022,0.06243,"FIRM"
2609,2/5/2018,2/28/2019,2011,0.10806,"FIRM"
2609,2/5/2018,2/28/2019,2038,0.10806,"FIRM"
2609,2/5/2018,2/28/2019,2017,0.10806,"FIRM"
2609,2/5/2018,2/28/2019,2030,0.04397,"FIRM"
2609,2/5/2018,2/28/2019,2024,0.0568,"FIRM"
2609,2/5/2018,2/28/2019,2014,0.0852,"FIRM"
2609,2/5/2018,2/28/2019,2025,0,"FIRM"
2609,2/5/2018,2/28/2019,2015,0,"FIRM"
2610,2/5/2018,2/28/2019,2012,0.07819,"FIRM"
2610,2/5/2018,2/28/2019,2040,0.03903,"FIRM"
2610,2/5/2018,2/28/2019,2019,0.0615,"FIRM"
2610,2/5/2018,2/28/2019,2013,0.13815,"FIRM"
2610,2/5/2018,2/28/2019,2023,0.09075,"FIRM"
2610,2/5/2018,2/28/2019,2022,0.06735,"FIRM"
2610,2/5/2018,2/28/2019,2011,0.11704,"FIRM"
2610,2/5/2018,2/28/2019,2038,0.11704,"FIRM"
2610,2/5/2018,2/28/2019,2030,0.04826,"FIRM"
2610,2/5/2018,2/28/2019,2024,0.028,"FIRM"
2610,2/5/2018,2/28/2019,2014,0.042,"FIRM"
2610,2/5/2018,2/28/2019,2025,0,"FIRM"
2610,2/5/2018,2/28/2019,2015,0,"FIRM"
2604,2/5/2018,2/28/2019,2038,0.04948,"FIRM"
2604,2/5/2018,2/28/2019,2017,0.04948,"FIRM"
2604,2/5/2018,2/28/2019,2030,0.01931,"FIRM"
2604,2/5/2018,2/28/2019,2024,0.08232,"FIRM"
2604,2/5/2018,2/28/2019,2014,0.29484,"FIRM"
2604,2/5/2018,2/28/2019,2025,0.09084,"FIRM"
2604,2/5/2018,2/28/2019,2015,0.14,"FIRM"
2605,2/5/2018,2/28/2019,2012,0.03835,"FIRM"
2605,2/5/2018,2/28/2019,2040,0.01915,"FIRM"
2605,2/5/2018,2/28/2019,2019,0.0315,"FIRM"
2605,2/5/2018,2/28/2019,2010,0.02877,"FIRM"
2605,2/5/2018,2/28/2019,2013,0.06726,"FIRM"
2605,2/5/2018,2/28/2019,2023,0.04515,"FIRM"
2605,2/5/2018,2/28/2019,2022,0.03422,"FIRM"
2605,2/5/2018,2/28/2019,2011,0.05836,"FIRM"
2605,2/5/2018,2/28/2019,2038,0.05836,"FIRM"
2605,2/5/2018,2/28/2019,2017,0.05836,"FIRM"
2605,2/5/2018,2/28/2019,2030,0.02252,"FIRM"
2605,2/5/2018,2/28/2019,2024,0.0936,"FIRM"
2605,2/5/2018,2/28/2019,2014,0.28224,"FIRM"
2605,2/5/2018,2/28/2019,2025,0.07216,"FIRM"
2605,2/5/2018,2/28/2019,2015,0.09,"FIRM"
2606,2/5/2018,2/28/2019,2012,0.04735,"FIRM"
2606,2/5/2018,2/28/2019,2040,0.02364,"FIRM"
2606,2/5/2018,2/28/2019,2019,0.0388,"FIRM"
2606,2/5/2018,2/28/2019,2010,0.03542,"FIRM"
2606,2/5/2018,2/28/2019,2013,0.08309,"FIRM"
2606,2/5/2018,2/28/2019,2023,0.0557,"FIRM"
2606,2/5/2018,2/28/2019,2022,0.04218,"FIRM"
2606,2/5/2018,2/28/2019,2011,0.07198,"FIRM"
2606,2/5/2018,2/28/2019,2038,0.07198,"FIRM"
2606,2/5/2018,2/28/2019,2017,0.07198,"FIRM"
2606,2/5/2018,2/28/2019,2030,0.02788,"FIRM"
2606,2/5/2018,2/28/2019,2024,0.101,"FIRM"
2606,2/5/2018,2/28/2019,2014,0.245,"FIRM"
2606,2/5/2018,2/28/2019,2025,0.044,"FIRM"
2606,2/5/2018,2/28/2019,2015,0.04,"FIRM"
2607,2/5/2018,2/28/2019,2012,0.05568,"FIRM"
2607,2/5/2018,2/28/2019,2040,0.0278,"FIRM"
2607,2/5/2018,2/28/2019,2019,0.0451,"FIRM"
2607,2/5/2018,2/28/2019,2010,0.04108,"FIRM"
2607,2/5/2018,2/28/2019,2013,0.0979,"FIRM"
2607,2/5/2018,2/28/2019,2023,0.06525,"FIRM"
2607,2/5/2018,2/28/2019,2022,0.04913,"FIRM"
2607,2/5/2018,2/28/2019,2011,0.08427,"FIRM"
2607,2/5/2018,2/28/2019,2038,0.08427,"FIRM"
2607,2/5/2018,2/28/2019,2017,0.08427,"FIRM"
2607,2/5/2018,2/28/2019,2030,0.03325,"FIRM"
2607,2/5/2018,2/28/2019,2024,0.1022,"FIRM"
2607,2/5/2018,2/28/2019,2014,0.2048,"FIRM"
2607,2/5/2018,2/28/2019,2025,0.025,"FIRM"
2607,2/5/2018,2/28/2019,2015,0,"FIRM"
2608,2/5/2018,2/28/2019,2012,0.06361,"FIRM"
2608,2/5/2018,2/28/2019,2040,0.03176,"FIRM"
2608,2/5/2018,2/28/2019,2019,0.0508,"FIRM"
2608,2/5/2018,2/28/2019,2010,0.04612,"FIRM"
2608,2/5/2018,2/28/2019,2013,0.11211,"FIRM"
2608,2/5/2018,2/28/2019,2023,0.0742,"FIRM"
2608,2/5/2018,2/28/2019,2022,0.05548,"FIRM"
2608,2/5/2018,2/28/2019,2011,0.09577,"FIRM"
2608,2/5/2018,2/28/2019,2038,0.09577,"FIRM"
2608,2/5/2018,2/28/2019,2017,0.09577,"FIRM"
2608,2/5/2018,2/28/2019,2030,0.03861,"FIRM"
2608,2/5/2018,2/28/2019,2024,0.0856,"FIRM"
2603,2/5/2018,2/28/2019,2023,0.03242,"FIRM"
2603,2/5/2018,2/28/2019,2022,0.02437,"FIRM"
2603,2/5/2018,2/28/2019,2011,0.04187,"FIRM"
2603,2/5/2018,2/28/2019,2038,0.04187,"FIRM"
2603,2/5/2018,2/28/2019,2017,0.04187,"FIRM"
2603,2/5/2018,2/28/2019,2030,0.01663,"FIRM"
2603,2/5/2018,2/28/2019,2024,0.0611,"FIRM"
2603,2/5/2018,2/28/2019,2014,0.29986,"FIRM"
2603,2/5/2018,2/28/2019,2025,0.10904,"FIRM"
2603,2/5/2018,2/28/2019,2015,0.198,"FIRM"
2604,2/5/2018,2/28/2019,2012,0.02445,"FIRM"
2604,2/5/2018,2/28/2019,2040,0.02445,"FIRM"
2604,2/5/2018,2/28/2019,2019,0.0266,"FIRM"
2604,2/5/2018,2/28/2019,2010,0.02428,"FIRM"
2604,2/5/2018,2/28/2019,2013,0.05726,"FIRM"
2604,2/5/2018,2/28/2019,2023,0.0383,"FIRM"
2604,2/5/2018,2/28/2019,2022,0.02891,"FIRM"
2604,2/5/2018,2/28/2019,2011,0.04948,"FIRM"
2603,9/27/2018,1/29/2019,2012,0.02078,"MODEL"
2603,9/27/2018,1/29/2019,2040,0.02078,"MODEL"
2603,9/27/2018,1/29/2019,2019,0.02235,"MODEL"
2603,9/27/2018,1/29/2019,2010,0.02032,"MODEL"
2603,9/27/2018,1/29/2019,2013,0.04874,"MODEL"
2603,9/27/2018,1/29/2019,2023,0.03242,"MODEL"
2603,9/27/2018,1/29/2019,2022,0.02437,"MODEL"
2603,9/27/2018,1/29/2019,2011,0.04187,"MODEL"
2603,9/27/2018,1/29/2019,2017,0.04187,"MODEL"
2603,9/27/2018,1/29/2019,2038,0.04187,"MODEL"
2603,9/27/2018,1/29/2019,2030,0.01663,"MODEL"
2603,9/27/2018,1/29/2019,2024,0.09527,"MODEL"
2603,9/27/2018,1/29/2019,2042,0.06352,"MODEL"
2603,9/27/2018,1/29/2019,2014,0.33252,"MODEL"
2603,9/27/2018,1/29/2019,2025,0.12069,"MODEL"
2603,9/27/2018,1/29/2019,2015,0.056,"MODEL"
2604,9/27/2018,1/29/2019,2012,0.02601,"MODEL"
2604,9/27/2018,1/29/2019,2040,0.02601,"MODEL"
2604,9/27/2018,1/29/2019,2019,0.0283,"MODEL"
2604,9/27/2018,1/29/2019,2010,0.02583,"MODEL"
2604,9/27/2018,1/29/2019,2013,0.06091,"MODEL"
2604,9/27/2018,1/29/2019,2023,0.04074,"MODEL"
2604,9/27/2018,1/29/2019,2022,0.03075,"MODEL"
2604,9/27/2018,1/29/2019,2011,0.05264,"MODEL"
2604,9/27/2018,1/29/2019,2017,0.05264,"MODEL"
2604,9/27/2018,1/29/2019,2038,0.05264,"MODEL"
2604,9/27/2018,1/29/2019,2030,0.02054,"MODEL"
2604,9/27/2018,1/29/2019,2024,0.1167,"MODEL"
2604,9/27/2018,1/29/2019,2042,0.07779,"MODEL"
2604,9/27/2018,1/29/2019,2014,0.29168,"MODEL"
2604,9/27/2018,1/29/2019,2025,0.09682,"MODEL"
2604,9/27/2018,1/29/2019,2015,0,"MODEL"
2605,9/27/2018,1/29/2019,2025,0.07056,"MODEL"
2605,9/27/2018,1/29/2019,2015,0,"MODEL"
2606,9/27/2018,1/29/2019,2012,0.04943,"MODEL"
2606,9/27/2018,1/29/2019,2040,0.02468,"MODEL"
2606,9/27/2018,1/29/2019,2019,0.0405,"MODEL"
