TGT_FUND_NBR,EFFTV_STRT_DT,EFFTV_END_DT,FUND_NBR,TRGT_FUND_WGT,WGT_TYPE
2602,4/12/2011,11/7/2011,2017,0.03465,"FIRM"
2602,4/12/2011,11/7/2011,2019,0.02145,"FIRM"
2602,4/12/2011,11/7/2011,2010,0.01716,"FIRM"
2602,4/12/2011,11/7/2011,2022,0.01287,"FIRM"
2602,4/12/2011,11/7/2011,2023,0.03218,"FIRM"
2602,4/12/2011,11/7/2011,2024,0.0705,"FIRM"
2602,4/12/2011,11/7/2011,2025,0.10152,"FIRM"
2602,4/12/2011,11/7/2011,2027,0.0177,"FIRM"
2602,4/12/2011,11/7/2011,2028,0.01287,"FIRM"
2602,4/12/2011,11/7/2011,2029,0.026,"FIRM"
2602,4/12/2011,11/7/2011,2030,0.0177,"FIRM"
2603,4/12/2011,11/7/2011,2011,0.09309,"FIRM"
2603,4/12/2011,11/7/2011,2012,0.03804,"FIRM"
2603,4/12/2011,11/7/2011,2013,0.05706,"FIRM"
2603,4/12/2011,11/7/2011,2014,0.29232,"FIRM"
2603,4/12/2011,11/7/2011,2015,0.12,"FIRM"
2603,4/12/2011,11/7/2011,2017,0.0399,"FIRM"
2603,4/12/2011,11/7/2011,2019,0.0247,"FIRM"
2603,4/12/2011,11/7/2011,2010,0.01976,"FIRM"
2603,4/12/2011,11/7/2011,2022,0.01482,"FIRM"
2603,4/12/2011,11/7/2011,2023,0.03705,"FIRM"
2603,4/12/2011,11/7/2011,2024,0.08716,"FIRM"
2603,4/12/2011,11/7/2011,2025,0.08452,"FIRM"
2603,4/12/2011,11/7/2011,2027,0.02038,"FIRM"
2603,4/12/2011,11/7/2011,2028,0.01482,"FIRM"
2603,4/12/2011,11/7/2011,2022,0.01482,"MODEL"
2603,4/12/2011,11/7/2011,2029,0.036,"FIRM"
2603,4/12/2011,11/7/2011,2030,0.02038,"FIRM"
2604,4/12/2011,11/7/2011,2011,0.11269,"FIRM"
2604,4/12/2011,11/7/2011,2012,0.04605,"FIRM"
2604,4/12/2011,11/7/2011,2013,0.06907,"FIRM"
2604,4/12/2011,11/7/2011,2014,0.26712,"FIRM"
2604,4/12/2011,11/7/2011,2015,0.07,"FIRM"
2604,4/12/2011,11/7/2011,2017,0.0483,"FIRM"
2604,4/12/2011,11/7/2011,2019,0.0299,"FIRM"
2604,4/12/2011,11/7/2011,2010,0.02392,"FIRM"
2600,4/12/2011,11/7/2011,2011,0.04899,"FIRM"
2600,4/12/2011,11/7/2011,2012,0.02002,"FIRM"
2600,4/12/2011,11/7/2011,2013,0.03003,"FIRM"
2600,4/12/2011,11/7/2011,2014,0.3055,"FIRM"
2600,4/12/2011,11/7/2011,2015,0.33,"FIRM"
2600,4/12/2011,11/7/2011,2028,0.0078,"MODEL"
2600,4/12/2011,11/7/2011,2017,0.021,"FIRM"
2600,4/12/2011,11/7/2011,2019,0.013,"FIRM"
2600,4/12/2011,11/7/2011,2010,0.0104,"FIRM"
2600,4/12/2011,11/7/2011,2022,0.0078,"FIRM"
2600,4/12/2011,11/7/2011,2023,0.0195,"FIRM"
2600,4/12/2011,11/7/2011,2024,0.0235,"FIRM"
2600,4/12/2011,11/7/2011,2025,0.141,"FIRM"
2600,4/12/2011,11/7/2011,2027,0.01073,"FIRM"
2600,4/12/2011,11/7/2011,2028,0.0078,"FIRM"
2600,4/12/2011,11/7/2011,2029,0,"FIRM"
2600,4/12/2011,11/7/2011,2030,0.01073,"FIRM"
2601,4/12/2011,11/7/2011,2011,0.06368,"FIRM"
2601,4/12/2011,11/7/2011,2012,0.02603,"FIRM"
2601,4/12/2011,11/7/2011,2013,0.03904,"FIRM"
2604,4/12/2011,11/7/2011,2022,0.01794,"MODEL"
2603,4/12/2011,11/7/2011,2010,0.01976,"MODEL"
2600,4/12/2011,11/7/2011,2022,0.0078,"MODEL"
2601,4/12/2011,11/7/2011,2024,0.10506,"MODEL"
2606,4/12/2011,11/7/2011,2012,0.06607,"MODEL"
2606,4/12/2011,11/7/2011,2017,0.0693,"MODEL"
2608,4/12/2011,11/7/2011,2014,0.0636,"MODEL"
2606,4/12/2011,11/7/2011,2025,0.019,"MODEL"
2601,4/12/2011,11/7/2011,2010,0.01352,"MODEL"
2607,4/12/2011,11/7/2011,2013,0.11412,"MODEL"
2607,4/12/2011,11/7/2011,2030,0.04076,"MODEL"
2602,4/12/2011,11/7/2011,2028,0.01287,"MODEL"
2602,4/12/2011,11/7/2011,2025,0.12839,"MODEL"
2601,4/12/2011,11/7/2011,2011,0.06368,"MODEL"
2605,4/12/2011,11/7/2011,2022,0.02184,"MODEL"
2602,4/12/2011,11/7/2011,2023,0.03218,"MODEL"
2607,4/12/2011,11/7/2011,2022,0.02964,"MODEL"
2605,4/12/2011,11/7/2011,2019,0.0364,"MODEL"
2608,4/12/2011,11/7/2011,2013,0.12913,"MODEL"
2604,4/12/2011,11/7/2011,2027,0.02467,"MODEL"
2604,4/12/2011,11/7/2011,2024,0.12418,"MODEL"
2602,4/12/2011,11/7/2011,2030,0.0177,"MODEL"
2604,4/12/2011,11/7/2011,2010,0.02392,"MODEL"
2609,4/12/2011,11/7/2011,2012,0.09009,"MODEL"
2605,4/12/2011,11/7/2011,2013,0.08408,"MODEL"
2609,4/12/2011,11/7/2011,2024,0.028,"MODEL"
2608,4/12/2011,11/7/2011,2024,0.0424,"MODEL"
2609,4/12/2011,11/7/2011,2017,0.0945,"MODEL"
2601,4/12/2011,11/7/2011,2025,0.16742,"MODEL"
2609,4/12/2011,11/7/2011,2022,0.0351,"MODEL"
2603,4/12/2011,11/7/2011,2029,0.036,"MODEL"
2609,4/12/2011,11/7/2011,2023,0.08775,"MODEL"
2608,4/12/2011,11/7/2011,2022,0.03354,"MODEL"
2606,4/12/2011,11/7/2011,2019,0.0429,"MODEL"
2600,4/12/2011,11/7/2011,2012,0.02002,"MODEL"
2606,4/12/2011,11/7/2011,2011,0.16168,"MODEL"
2609,4/12/2011,11/7/2011,2019,0.0585,"MODEL"
2605,4/12/2011,11/7/2011,2023,0.0546,"MODEL"
2603,4/12/2011,11/7/2011,2013,0.05706,"MODEL"
2600,4/12/2011,11/7/2011,2025,0.20463,"MODEL"
2604,4/12/2011,11/7/2011,2012,0.04605,"MODEL"
2601,4/12/2011,11/7/2011,2017,0.0273,"MODEL"
2604,4/12/2011,11/7/2011,2013,0.06907,"MODEL"
2605,4/12/2011,11/7/2011,2014,0.24171,"MODEL"
2602,4/12/2011,11/7/2011,2029,0.026,"MODEL"
2608,4/12/2011,11/7/2011,2024,0.0424,"FIRM"
2608,4/12/2011,11/7/2011,2027,0.04612,"FIRM"
2608,4/12/2011,11/7/2011,2028,0.03354,"FIRM"
2608,4/12/2011,11/7/2011,2029,0.034,"FIRM"
2608,4/12/2011,11/7/2011,2030,0.04612,"FIRM"
2609,4/12/2011,11/7/2011,2011,0.2205,"FIRM"
2609,4/12/2011,11/7/2011,2012,0.09009,"FIRM"
2609,4/12/2011,11/7/2011,2013,0.13514,"FIRM"
2609,4/12/2011,11/7/2011,2014,0.042,"FIRM"
2608,4/12/2011,11/7/2011,2010,0.04472,"MODEL"
2609,4/12/2011,11/7/2011,2017,0.0945,"FIRM"
2609,4/12/2011,11/7/2011,2019,0.0585,"FIRM"
2609,4/12/2011,11/7/2011,2010,0.0468,"FIRM"
2609,4/12/2011,11/7/2011,2022,0.0351,"FIRM"
2609,4/12/2011,11/7/2011,2023,0.08775,"FIRM"
2609,4/12/2011,11/7/2011,2024,0.028,"FIRM"
2609,4/12/2011,11/7/2011,2027,0.04826,"FIRM"
2609,4/12/2011,11/7/2011,2028,0.0351,"FIRM"
2609,4/12/2011,11/7/2011,2029,0.03,"FIRM"
2609,4/12/2011,11/7/2011,2030,0.04826,"FIRM"
2607,4/12/2011,11/7/2011,2028,0.02964,"MODEL"
2600,4/12/2011,11/7/2011,2024,0.102,"MODEL"
2609,4/12/2011,11/7/2011,2013,0.13514,"MODEL"
2601,4/12/2011,11/7/2011,2014,0.40552,"MODEL"
2600,11/8/2011,12/31/2011,2023,0.0195,"FIRM"
2600,11/8/2011,12/31/2011,2024,0.0235,"FIRM"
2600,11/8/2011,12/31/2011,2025,0.141,"FIRM"
2600,11/8/2011,12/31/2011,2027,0.01073,"FIRM"
2600,11/8/2011,12/31/2011,2029,0,"FIRM"
2600,11/8/2011,12/31/2011,2030,0.01073,"FIRM"
2601,11/8/2011,12/31/2011,2011,0.06368,"FIRM"
2601,11/8/2011,12/31/2011,2012,0.02603,"FIRM"
2601,11/8/2011,12/31/2011,2013,0.03904,"FIRM"
2601,11/8/2011,12/31/2011,2014,0.30268,"FIRM"
2601,11/8/2011,12/31/2011,2015,0.258,"FIRM"
2601,11/8/2011,12/31/2011,2017,0.0273,"FIRM"
2601,11/8/2011,12/31/2011,2019,0.0169,"FIRM"
2601,11/8/2011,12/31/2011,2010,0.01352,"FIRM"
2601,11/8/2011,12/31/2011,2022,0.02028,"FIRM"
2606,11/8/2011,12/31/2011,2029,0.044,"MODEL"
2601,11/8/2011,12/31/2011,2023,0.02535,"FIRM"
2601,11/8/2011,12/31/2011,2024,0.04324,"FIRM"
2601,11/8/2011,12/31/2011,2025,0.12408,"FIRM"
2601,11/8/2011,12/31/2011,2027,0.01395,"FIRM"
2601,11/8/2011,12/31/2011,2029,0.012,"FIRM"
2601,11/8/2011,12/31/2011,2030,0.01395,"FIRM"
2602,11/8/2011,12/31/2011,2011,0.08084,"FIRM"
2602,11/8/2011,12/31/2011,2012,0.03303,"FIRM"
2602,11/8/2011,12/31/2011,2013,0.04955,"FIRM"
2608,11/8/2011,12/31/2011,2011,0.21069,"MODEL"
2602,11/8/2011,12/31/2011,2014,0.29798,"FIRM"
2602,11/8/2011,12/31/2011,2015,0.174,"FIRM"
2602,11/8/2011,12/31/2011,2022,0.02574,"FIRM"
2602,11/8/2011,12/31/2011,2023,0.03218,"FIRM"
2602,11/8/2011,12/31/2011,2024,0.0705,"FIRM"
2602,11/8/2011,12/31/2011,2025,0.10152,"FIRM"
2602,11/8/2011,12/31/2011,2027,0.0177,"FIRM"
2602,11/8/2011,12/31/2011,2029,0.026,"FIRM"
2602,11/8/2011,12/31/2011,2030,0.0177,"FIRM"
2603,11/8/2011,12/31/2011,2011,0.09309,"FIRM"
2603,11/8/2011,12/31/2011,2012,0.03804,"FIRM"
2603,11/8/2011,12/31/2011,2013,0.05706,"FIRM"
2603,11/8/2011,12/31/2011,2014,0.29232,"FIRM"
2603,11/8/2011,12/31/2011,2015,0.12,"FIRM"
2603,11/8/2011,12/31/2011,2017,0.0399,"FIRM"
2603,11/8/2011,12/31/2011,2019,0.0247,"FIRM"
2603,11/8/2011,12/31/2011,2010,0.01976,"FIRM"
2603,11/8/2011,12/31/2011,2022,0.02964,"FIRM"
2603,11/8/2011,12/31/2011,2023,0.03705,"FIRM"
2605,11/8/2011,12/31/2011,2011,0.1372,"MODEL"
2603,11/8/2011,12/31/2011,2024,0.08716,"FIRM"
2603,11/8/2011,12/31/2011,2025,0.08452,"FIRM"
2603,11/8/2011,12/31/2011,2027,0.02038,"FIRM"
2603,11/8/2011,12/31/2011,2029,0.036,"FIRM"
2603,11/8/2011,12/31/2011,2030,0.02038,"FIRM"
2604,11/8/2011,12/31/2011,2011,0.11269,"FIRM"
2604,11/8/2011,12/31/2011,2012,0.04605,"FIRM"
2604,11/8/2011,12/31/2011,2013,0.06907,"FIRM"
2604,11/8/2011,12/31/2011,2014,0.26712,"FIRM"
2604,11/8/2011,12/31/2011,2015,0.07,"FIRM"
2604,11/8/2011,12/31/2011,2017,0.0483,"FIRM"
2604,11/8/2011,12/31/2011,2019,0.0299,"FIRM"
2604,11/8/2011,12/31/2011,2010,0.02392,"FIRM"
2604,11/8/2011,12/31/2011,2022,0.03588,"FIRM"
2604,11/8/2011,12/31/2011,2023,0.04485,"FIRM"
2604,11/8/2011,12/31/2011,2024,0.0968,"FIRM"
2604,11/8/2011,12/31/2011,2025,0.06008,"FIRM"
2604,11/8/2011,12/31/2011,2027,0.02467,"FIRM"
2604,11/8/2011,12/31/2011,2029,0.046,"FIRM"
2604,11/8/2011,12/31/2011,2030,0.02467,"FIRM"
2605,11/8/2011,12/31/2011,2011,0.1372,"FIRM"
2605,11/8/2011,12/31/2011,2012,0.05606,"FIRM"
2605,11/8/2011,12/31/2011,2013,0.08408,"FIRM"
2605,11/8/2011,12/31/2011,2014,0.231,"FIRM"
2601,11/8/2011,12/31/2011,2013,0.03904,"MODEL"
2605,11/8/2011,12/31/2011,2015,0.02,"FIRM"
2605,11/8/2011,12/31/2011,2017,0.0588,"FIRM"
2605,11/8/2011,12/31/2011,2019,0.0364,"FIRM"
2605,11/8/2011,12/31/2011,2010,0.02912,"FIRM"
2605,11/8/2011,12/31/2011,2022,0.04368,"FIRM"
2605,11/8/2011,12/31/2011,2023,0.0546,"FIRM"
2605,11/8/2011,12/31/2011,2024,0.103,"FIRM"
2605,11/8/2011,12/31/2011,2025,0.036,"FIRM"
2605,11/8/2011,12/31/2011,2027,0.03003,"FIRM"
2605,11/8/2011,12/31/2011,2029,0.05,"FIRM"
2605,11/8/2011,12/31/2011,2030,0.03003,"FIRM"
2603,11/8/2011,12/31/2011,2030,0.02038,"MODEL"
2600,11/8/2011,12/31/2011,2011,0.04899,"FIRM"
2600,11/8/2011,12/31/2011,2012,0.02002,"FIRM"
2600,11/8/2011,12/31/2011,2013,0.03003,"FIRM"
2600,11/8/2011,12/31/2011,2014,0.3055,"FIRM"
2600,11/8/2011,12/31/2011,2015,0.33,"FIRM"
2600,11/8/2011,12/31/2011,2017,0.021,"FIRM"
2600,11/8/2011,12/31/2011,2019,0.013,"FIRM"
2600,11/8/2011,12/31/2011,2010,0.0104,"FIRM"
2600,11/8/2011,12/31/2011,2022,0.0156,"FIRM"
2606,11/8/2011,12/31/2011,2012,0.06607,"MODEL"
2604,11/8/2011,12/31/2011,2012,0.04605,"MODEL"
2604,11/8/2011,12/31/2011,2025,0.06813,"MODEL"
2607,11/8/2011,12/31/2011,2010,0.03952,"MODEL"
2602,11/8/2011,12/31/2011,2014,0.37688,"MODEL"
2607,11/8/2011,12/31/2011,2017,0.0798,"MODEL"
2600,11/8/2011,12/31/2011,2015,0.05,"MODEL"
2607,11/8/2011,12/31/2011,2019,0.0494,"MODEL"
2609,11/8/2011,12/31/2011,2030,0.04826,"MODEL"
2605,11/8/2011,12/31/2011,2019,0.0364,"MODEL"
2600,11/8/2011,12/31/2011,2017,0.021,"MODEL"
2601,11/8/2011,12/31/2011,2011,0.06368,"MODEL"
2601,11/8/2011,12/31/2011,2023,0.02535,"MODEL"
2600,11/8/2011,12/31/2011,2027,0.01073,"MODEL"
2608,11/8/2011,12/31/2011,2024,0.0424,"MODEL"
2606,11/8/2011,12/31/2011,2011,0.16168,"FIRM"
2606,11/8/2011,12/31/2011,2012,0.06607,"FIRM"
2606,11/8/2011,12/31/2011,2013,0.0991,"FIRM"
2604,11/8/2011,12/31/2011,2023,0.04485,"MODEL"
2606,11/8/2011,12/31/2011,2014,0.1804,"FIRM"
2606,11/8/2011,12/31/2011,2017,0.0693,"FIRM"
2606,11/8/2011,12/31/2011,2019,0.0429,"FIRM"
2606,11/8/2011,12/31/2011,2010,0.03432,"FIRM"
2601,11/8/2011,12/31/2011,2029,0.012,"MODEL"
2606,11/8/2011,12/31/2011,2022,0.05148,"FIRM"
2606,11/8/2011,12/31/2011,2023,0.06435,"FIRM"
2606,11/8/2011,12/31/2011,2024,0.0966,"FIRM"
2606,11/8/2011,12/31/2011,2025,0.019,"FIRM"
2606,11/8/2011,12/31/2011,2027,0.0354,"FIRM"
2606,11/8/2011,12/31/2011,2029,0.044,"FIRM"
2602,11/8/2011,12/31/2011,2025,0.12839,"MODEL"
2606,11/8/2011,12/31/2011,2030,0.0354,"FIRM"
2607,11/8/2011,12/31/2011,2011,0.18618,"FIRM"
2603,11/8/2011,12/31/2011,2010,0.01976,"MODEL"
2607,11/8/2011,12/31/2011,2012,0.07608,"FIRM"
2607,11/8/2011,12/31/2011,2013,0.11412,"FIRM"
2607,11/8/2011,12/31/2011,2014,0.12,"FIRM"
2607,11/8/2011,12/31/2011,2017,0.0798,"FIRM"
2607,11/8/2011,12/31/2011,2019,0.0494,"FIRM"
2607,11/8/2011,12/31/2011,2010,0.03952,"FIRM"
2607,11/8/2011,12/31/2011,2022,0.05928,"FIRM"
2607,11/8/2011,12/31/2011,2023,0.0741,"FIRM"
2607,11/8/2011,12/31/2011,2024,0.0748,"FIRM"
2607,11/8/2011,12/31/2011,2025,0.0052,"FIRM"
2607,11/8/2011,12/31/2011,2027,0.04076,"FIRM"
2607,11/8/2011,12/31/2011,2029,0.04,"FIRM"
2607,11/8/2011,12/31/2011,2030,0.04076,"FIRM"
2608,11/8/2011,12/31/2011,2011,0.21069,"FIRM"
2608,11/8/2011,12/31/2011,2012,0.08609,"FIRM"
2608,11/8/2011,12/31/2011,2013,0.12913,"FIRM"
2608,11/8/2011,12/31/2011,2014,0.0636,"FIRM"
2608,11/8/2011,12/31/2011,2017,0.0903,"FIRM"
2608,11/8/2011,12/31/2011,2019,0.0559,"FIRM"
2608,11/8/2011,12/31/2011,2010,0.04472,"FIRM"
2608,11/8/2011,12/31/2011,2022,0.06708,"FIRM"
2606,11/8/2011,12/31/2011,2027,0.0354,"MODEL"
2606,11/8/2011,12/31/2011,2013,0.0991,"MODEL"
2605,11/8/2011,12/31/2011,2014,0.24171,"MODEL"
2602,11/8/2011,12/31/2011,2030,0.0177,"MODEL"
2607,11/8/2011,12/31/2011,2023,0.0741,"MODEL"
2605,11/8/2011,12/31/2011,2012,0.05606,"MODEL"
2602,11/8/2011,12/31/2011,2017,0.03465,"FIRM"
2602,11/8/2011,12/31/2011,2019,0.02145,"FIRM"
2602,11/8/2011,12/31/2011,2010,0.01716,"FIRM"
2608,11/8/2011,12/31/2011,2023,0.08385,"FIRM"
2608,11/8/2011,12/31/2011,2024,0.0424,"FIRM"
2608,11/8/2011,12/31/2011,2027,0.04612,"FIRM"
2608,11/8/2011,12/31/2011,2029,0.034,"FIRM"
2608,11/8/2011,12/31/2011,2030,0.04612,"FIRM"
2609,11/8/2011,12/31/2011,2011,0.2205,"FIRM"
2609,11/8/2011,12/31/2011,2012,0.09009,"FIRM"
2609,11/8/2011,12/31/2011,2013,0.13514,"FIRM"
2609,11/8/2011,12/31/2011,2014,0.042,"FIRM"
2609,11/8/2011,12/31/2011,2017,0.0945,"FIRM"
2609,11/8/2011,12/31/2011,2019,0.0585,"FIRM"
2609,11/8/2011,12/31/2011,2010,0.0468,"FIRM"
2609,11/8/2011,12/31/2011,2022,0.0702,"FIRM"
2609,11/8/2011,12/31/2011,2023,0.08775,"FIRM"
2609,11/8/2011,12/31/2011,2024,0.028,"FIRM"
2609,11/8/2011,12/31/2011,2027,0.04826,"FIRM"
2609,11/8/2011,12/31/2011,2029,0.03,"FIRM"
2609,11/8/2011,12/31/2011,2030,0.04826,"FIRM"
2603,11/8/2011,12/31/2011,2027,0.02038,"MODEL"
2606,11/8/2011,12/31/2011,2014,0.1804,"MODEL"
2602,11/8/2011,12/31/2011,2012,0.03303,"MODEL"
2607,11/8/2011,12/31/2011,2014,0.12,"MODEL"
2607,11/8/2011,12/31/2011,2025,0.0052,"MODEL"
2600,11/8/2011,12/31/2011,2014,0.44337,"MODEL"
2602,11/8/2011,12/31/2011,2011,0.08084,"MODEL"
2609,11/8/2011,12/31/2011,2017,0.0945,"MODEL"
2603,11/8/2011,12/31/2011,2022,0.02964,"MODEL"
2605,11/8/2011,12/31/2011,2010,0.02912,"MODEL"
2602,11/8/2011,12/31/2011,2022,0.02574,"MODEL"
2602,11/8/2011,12/31/2011,2017,0.03465,"MODEL"
2607,11/8/2011,12/31/2011,2029,0.04,"MODEL"
2603,11/8/2011,12/31/2011,2013,0.05706,"MODEL"
2606,11/8/2011,12/31/2011,2024,0.0966,"MODEL"
2601,11/8/2011,12/31/2011,2012,0.02603,"MODEL"
2606,11/8/2011,12/31/2011,2023,0.06435,"MODEL"
2600,11/8/2011,12/31/2011,2019,0.013,"MODEL"
2601,11/8/2011,12/31/2011,2024,0.10506,"MODEL"
2600,11/8/2011,12/31/2011,2030,0.01073,"MODEL"
2607,11/8/2011,12/31/2011,2013,0.11412,"MODEL"
2608,11/8/2011,12/31/2011,2023,0.08385,"MODEL"
2605,11/8/2011,12/31/2011,2025,0.03804,"MODEL"
2601,11/8/2011,12/31/2011,2015,0.05,"MODEL"
2609,11/8/2011,12/31/2011,2013,0.13514,"MODEL"
2609,11/8/2011,12/31/2011,2011,0.2205,"MODEL"
2606,11/8/2011,12/31/2011,2017,0.0693,"MODEL"
2609,11/8/2011,12/31/2011,2024,0.028,"MODEL"
2605,11/8/2011,12/31/2011,2027,0.03003,"MODEL"
2602,11/8/2011,12/31/2011,2029,0.026,"MODEL"
2603,11/8/2011,12/31/2011,2025,0.10198,"MODEL"
2605,11/8/2011,12/31/2011,2029,0.05,"MODEL"
2607,11/8/2011,12/31/2011,2022,0.05928,"MODEL"
2602,11/8/2011,12/31/2011,2013,0.04955,"MODEL"
2600,11/8/2011,12/31/2011,2023,0.0195,"MODEL"
2606,11/8/2011,12/31/2011,2011,0.16168,"MODEL"
2607,11/8/2011,12/31/2011,2012,0.07608,"MODEL"
2601,11/8/2011,12/31/2011,2014,0.40552,"MODEL"
2604,11/8/2011,12/31/2011,2022,0.03588,"MODEL"
2608,11/8/2011,12/31/2011,2029,0.034,"MODEL"
2602,11/8/2011,12/31/2011,2015,0.02,"MODEL"
2601,11/8/2011,12/31/2011,2025,0.16742,"MODEL"
2603,11/8/2011,12/31/2011,2019,0.0247,"MODEL"
2605,11/8/2011,12/31/2011,2030,0.03003,"MODEL"
2601,11/8/2011,12/31/2011,2010,0.01352,"MODEL"
2607,11/8/2011,12/31/2011,2011,0.18618,"MODEL"
2605,11/8/2011,12/31/2011,2023,0.0546,"MODEL"
2605,11/8/2011,12/31/2011,2022,0.04368,"MODEL"
2604,11/8/2011,12/31/2011,2029,0.046,"MODEL"
2605,11/8/2011,12/31/2011,2013,0.08408,"MODEL"
2601,11/8/2011,12/31/2011,2022,0.02028,"MODEL"
2604,11/8/2011,12/31/2011,2011,0.11269,"MODEL"
2600,11/8/2011,12/31/2011,2024,0.102,"MODEL"
2604,11/8/2011,12/31/2011,2010,0.02392,"MODEL"
2605,11/8/2011,12/31/2011,2024,0.11025,"MODEL"
2600,11/8/2011,12/31/2011,2010,0.0104,"MODEL"
2608,11/8/2011,12/31/2011,2013,0.12913,"MODEL"
2609,11/8/2011,12/31/2011,2010,0.0468,"MODEL"
2606,11/8/2011,12/31/2011,2019,0.0429,"MODEL"
2607,11/8/2011,12/31/2011,2030,0.04076,"MODEL"
2608,11/8/2011,12/31/2011,2027,0.04612,"MODEL"
2608,11/8/2011,12/31/2011,2017,0.0903,"MODEL"
2600,11/8/2011,12/31/2011,2012,0.02002,"MODEL"
2608,11/8/2011,12/31/2011,2030,0.04612,"MODEL"
2609,11/8/2011,12/31/2011,2012,0.09009,"MODEL"
2604,11/8/2011,12/31/2011,2014,0.30169,"MODEL"
2609,11/8/2011,12/31/2011,2023,0.08775,"MODEL"
2602,11/8/2011,12/31/2011,2024,0.11873,"MODEL"
2609,11/8/2011,12/31/2011,2029,0.03,"MODEL"
2603,11/8/2011,12/31/2011,2014,0.35146,"MODEL"
2601,11/8/2011,12/31/2011,2017,0.0273,"MODEL"
2607,11/8/2011,12/31/2011,2024,0.0748,"MODEL"
2602,11/8/2011,12/31/2011,2027,0.0177,"MODEL"
2603,11/8/2011,12/31/2011,2029,0.036,"MODEL"
2604,11/8/2011,12/31/2011,2030,0.02467,"MODEL"
2600,11/8/2011,12/31/2011,2013,0.03003,"MODEL"
2601,11/8/2011,12/31/2011,2030,0.01395,"MODEL"
2600,11/8/2011,12/31/2011,2011,0.04899,"MODEL"
2606,11/8/2011,12/31/2011,2022,0.05148,"MODEL"
2604,11/8/2011,12/31/2011,2019,0.0299,"MODEL"
2606,11/8/2011,12/31/2011,2025,0.019,"MODEL"
2609,11/8/2011,12/31/2011,2019,0.0585,"MODEL"
2601,11/8/2011,12/31/2011,2027,0.01395,"MODEL"
2604,11/8/2011,12/31/2011,2027,0.02467,"MODEL"
2609,11/8/2011,12/31/2011,2014,0.042,"MODEL"
2606,11/8/2011,12/31/2011,2010,0.03432,"MODEL"
2602,11/8/2011,12/31/2011,2010,0.01716,"MODEL"
2603,11/8/2011,12/31/2011,2011,0.09309,"MODEL"
2604,11/8/2011,12/31/2011,2013,0.06907,"MODEL"
2602,11/8/2011,12/31/2011,2023,0.03218,"MODEL"
2608,11/8/2011,12/31/2011,2014,0.0636,"MODEL"
2600,11/8/2011,12/31/2011,2022,0.0156,"MODEL"
2608,11/8/2011,12/31/2011,2012,0.08609,"MODEL"
2608,11/8/2011,12/31/2011,2019,0.0559,"MODEL"
2603,11/8/2011,12/31/2011,2023,0.03705,"MODEL"
2605,11/8/2011,12/31/2011,2017,0.0588,"MODEL"
2603,11/8/2011,12/31/2011,2024,0.13056,"MODEL"
2608,11/8/2011,12/31/2011,2022,0.06708,"MODEL"
2601,11/8/2011,12/31/2011,2019,0.0169,"MODEL"
2606,11/8/2011,12/31/2011,2030,0.0354,"MODEL"
2604,11/8/2011,12/31/2011,2024,0.12418,"MODEL"
2604,11/8/2011,12/31/2011,2017,0.0483,"MODEL"
2609,11/8/2011,12/31/2011,2027,0.04826,"MODEL"
2603,11/8/2011,12/31/2011,2017,0.0399,"MODEL"
2608,11/8/2011,12/31/2011,2010,0.04472,"MODEL"
2603,11/8/2011,12/31/2011,2012,0.03804,"MODEL"
2600,11/8/2011,12/31/2011,2025,0.20463,"MODEL"
2602,11/8/2011,12/31/2011,2019,0.02145,"MODEL"
2607,11/8/2011,12/31/2011,2027,0.04076,"MODEL"
2609,11/8/2011,12/31/2011,2022,0.0702,"MODEL"
2601,1/1/2012,12/31/2012,2030,0.01287,"MODEL"
2604,1/1/2012,12/31/2012,2027,0.02359,"MODEL"
2608,1/1/2012,12/31/2012,2029,0.036,"MODEL"
2602,1/1/2012,12/31/2012,2030,0.01716,"MODEL"
2602,1/1/2012,12/31/2012,2010,0.01664,"MODEL"
2609,1/1/2012,12/31/2012,2013,0.13514,"MODEL"
2607,1/1/2012,12/31/2012,2027,0.03968,"MODEL"
2602,1/1/2012,12/31/2012,2012,0.03203,"MODEL"
2601,1/1/2012,12/31/2012,2029,0.008,"MODEL"
2603,1/1/2012,12/31/2012,2010,0.01924,"MODEL"
2600,1/1/2012,12/31/2012,2030,0.01073,"MODEL"
2607,1/1/2012,12/31/2012,2014,0.132,"MODEL"
2608,1/1/2012,12/31/2012,2013,0.12613,"MODEL"
2602,1/1/2012,12/31/2012,2027,0.01716,"MODEL"
2604,1/1/2012,12/31/2012,2030,0.02359,"MODEL"
2605,1/1/2012,12/31/2012,2013,0.08108,"MODEL"
2606,1/1/2012,12/31/2012,2025,0.022,"MODEL"
2608,1/1/2012,12/31/2012,2010,0.04368,"MODEL"
2606,1/1/2012,12/31/2012,2030,0.03432,"MODEL"
2608,1/1/2012,12/31/2012,2023,0.0819,"MODEL"
2600,1/1/2012,12/31/2012,2025,0.20463,"MODEL"
2605,1/1/2012,12/31/2012,2030,0.02896,"MODEL"
2606,1/1/2012,12/31/2012,2013,0.0961,"MODEL"
2602,1/1/2012,12/31/2012,2019,0.0208,"MODEL"
2609,1/1/2012,12/31/2012,2024,0.028,"MODEL"
2604,1/1/2012,12/31/2012,2019,0.0286,"MODEL"
2601,1/1/2012,12/31/2012,2023,0.0234,"MODEL"
2606,1/1/2012,12/31/2012,2024,0.0994,"MODEL"
